"id","term","category","weight"
"1","this","EMPATHY","1.345051069711082"
"2","situation","EMPATHY","11.860972925271346"
"3","i","EMPATHY","-1.3073740298099867"
"4","read","EMPATHY","11.747065817577615"
"5","about","EMPATHY","-9.66224629817935"
"6","concerning","EMPATHY","0.09238006567384315"
"7","refugees","EMPATHY","3.6077776918067044"
"8","fleeing","EMPATHY","6.2831766731808925"
"9","to","EMPATHY","0.5060240541133931"
"10","mediterranean","EMPATHY","4.553918445378566"
"11","countries","EMPATHY","-0.07390928228897674"
"12","such","EMPATHY","8.119268972653307"
"13","as","EMPATHY","2.01398022390807"
"14","greece","EMPATHY","1.5831674395178095"
"15","and","EMPATHY","1.7411337711291393"
"16","italy","EMPATHY","1.3480760465425623"
"17","is","EMPATHY","-1.4196077631569426"
"18","sad","EMPATHY","10.7561491576571"
"19","concerns","EMPATHY","-3.70638592015669"
"20","me","EMPATHY","-2.4437874935261052"
"21",".","EMPATHY","-1.8652827921229784"
"22","clearly","EMPATHY","1.589516538106623"
"23","the","EMPATHY","0.4035644833779113"
"24","conditions","EMPATHY","-7.646986151802289"
"25","in","EMPATHY","1.5189913196369176"
"26","their","EMPATHY","0.2900867870154916"
"27","native","EMPATHY","13.478874859886824"
"28","have","EMPATHY","0.25856733061577053"
"29","gotten","EMPATHY","-1.2226165730563954"
"30","be","EMPATHY","2.1400115104768145"
"31","so","EMPATHY","10.396270815534848"
"32","unbearable","EMPATHY","2.48543404415174"
"33","that","EMPATHY","-3.372689111999085"
"34","they","EMPATHY","3.5134312125665046"
"35","are","EMPATHY","3.22461777246346"
"36","willing","EMPATHY","-4.53521241146726"
"37","risk","EMPATHY","10.253087094632303"
"38","own","EMPATHY","-13.232655292557059"
"39","families","EMPATHY","7.938563062293209"
"40","'","EMPATHY","6.901857733666673"
"41","lives","EMPATHY","19.506328039504332"
"42","try","EMPATHY","4.862711681542574"
"43","for","EMPATHY","-2.5011047663611166"
"44","a","EMPATHY","-1.77169776726591"
"45","different","EMPATHY","4.838359515566555"
"46","life","EMPATHY","6.071555199432718"
"47","another","EMPATHY","-19.638381844843185"
"48","country","EMPATHY","-4.542965988074008"
"49",",","EMPATHY","0.37163471063332754"
"50","with","EMPATHY","3.8039432710015513"
"51","no","EMPATHY","-10.808414996861272"
"52","guarantee","EMPATHY","-3.719305235121727"
"53","there","EMPATHY","-11.01458584950086"
"54","would","EMPATHY","-4.352542561168905"
"55","an","EMPATHY","-0.3734265656055021"
"56","improvement","EMPATHY","-0.3547086030285568"
"57","its","EMPATHY","-8.155078175311917"
"58","difficult","EMPATHY","1.924450584493467"
"59","understand","EMPATHY","10.074324139993733"
"60","must","EMPATHY","7.133791435809809"
"61","terrible","EMPATHY","10.399399229032205"
"62","these","EMPATHY","10.471002875706942"
