"id","term","category","weight"
"1","this","EMPATHY","1.1191976312083316"
"2","situation","EMPATHY","14.461898239654134"
"3","i","EMPATHY","0.46111967068473714"
"4","read","EMPATHY","10.919008080857902"
"5","about","EMPATHY","-10.960214144219604"
"6","concerning","EMPATHY","0.5234581700891517"
"7","refugees","EMPATHY","1.465728654128115"
"8","fleeing","EMPATHY","4.396088531994854"
"9","to","EMPATHY","3.815645439770381"
"10","mediterranean","EMPATHY","3.504559270445181"
"11","countries","EMPATHY","-6.370452183495932"
"12","such","EMPATHY","4.855698364276506"
"13","as","EMPATHY","2.662794267445945"
"14","greece","EMPATHY","1.3326088662939024"
"15","and","EMPATHY","1.8273312504959358"
"16","italy","EMPATHY","1.3326088662939024"
"17","is","EMPATHY","-0.8404560571076551"
"18","sad","EMPATHY","15.827137149620302"
"19","concerns","EMPATHY","-3.4078490867250184"
"20","me","EMPATHY","-3.7602412400888268"
"21",".","EMPATHY","-0.22747140602398586"
"22","clearly","EMPATHY","-0.7626616630952302"
"23","the","EMPATHY","1.2601860903215352"
"24","conditions","EMPATHY","0.7354296197219817"
"25","in","EMPATHY","3.9004026967525034"
"26","their","EMPATHY","2.6776987487174897"
"27","native","EMPATHY","12.007746348046487"
"28","have","EMPATHY","4.041658618618286"
"29","gotten","EMPATHY","0.30331295079500614"
"30","be","EMPATHY","0.009019080622544084"
"31","so","EMPATHY","12.811658674848935"
"32","unbearable","EMPATHY","3.342720295661681"
"33","that","EMPATHY","-1.3088414878894163"
"34","they","EMPATHY","3.366799044081686"
"35","are","EMPATHY","3.9841720439771215"
"36","willing","EMPATHY","-2.955529759382409"
"37","risk","EMPATHY","6.976795101685331"
"38","own","EMPATHY","-12.594371035608377"
"39","families","EMPATHY","9.485778435386415"
"40","'","EMPATHY","8.288239978837458"
"41","lives","EMPATHY","12.819864846406839"
"42","try","EMPATHY","6.38320543823826"
"43","for","EMPATHY","-3.6628096941352837"
"44","a","EMPATHY","0.8721316453521872"
"45","different","EMPATHY","0.9105256932099902"
"46","life","EMPATHY","10.697057043747552"
"47","another","EMPATHY","-8.341036977285256"
"48","country","EMPATHY","-8.356039377794442"
"49",",","EMPATHY","2.5448033403898367"
"50","with","EMPATHY","4.617212061605949"
"51","no","EMPATHY","-13.040482271646965"
"52","guarantee","EMPATHY","-3.694935936564064"
"53","there","EMPATHY","-12.578050161184432"
"54","would","EMPATHY","-8.794005041603938"
"55","an","EMPATHY","0.6290371810511624"
"56","improvement","EMPATHY","-0.25025554234155234"
"57","its","EMPATHY","-14.716863818222766"
"58","difficult","EMPATHY","5.290668964476926"
"59","understand","EMPATHY","8.151800601348121"
"60","must","EMPATHY","-0.8353499082196936"
"61","terrible","EMPATHY","13.598181077154145"
"62","these","EMPATHY","8.674940799611973"
"63","due","EMPATHY","0.8888873087489269"
"64","horrendous","EMPATHY","0.07115468472419467"
"65","governance","EMPATHY","0.07115468472419467"
"66","which","EMPATHY","-4.113120507632429"
"67","suppose","EMPATHY","1.3117976948735564"
"68","something","EMPATHY","-7.223539913589948"
"69","typical","EMPATHY","1.6792525731740224"
"70","american","EMPATHY","-1.4621573170965863"
"71","picture","EMPATHY","0.25759004357096693"
"72","i'm","EMPATHY","-12.957658841092929"
"73","glad","EMPATHY","-1.1706479486947488"
"74","we","EMPATHY","6.595805988141018"
"75","live","EMPATHY","14.229740184551382"
"76","where","EMPATHY","-9.031262862861771"
"77","relative","EMPATHY","0.7176164445549529"
"78","freedoms","EMPATHY","-1.9372990956222962"
"79","individual","EMPATHY","-4.700435536799696"
"80","his","EMPATHY","5.043237161378438"
"81","or","EMPATHY","6.607246205153062"
"82","her","EMPATHY","11.636343991832817"
"83","family","EMPATHY","17.770335763281683"
"84","can","EMPATHY","-8.97391213547458"
"85","independently","EMPATHY","0.07115468472419467"
"86","get","EMPATHY","9.858611417952343"
"87","needs","EMPATHY","15.63111219206369"
"88","met","EMPATHY","-0.36023936742666574"
"89","wants","EMPATHY","-3.74678237835889"
"90","living","EMPATHY","0.95117985678444"
"91","fear","EMPATHY","0.9893223141420273"
"92","way","EMPATHY","3.021663420054164"
"93","saddened","EMPATHY","3.872048713782633"
"94","hear","EMPATHY","7.23708427316567"
"95","news","EMPATHY","0.4168464231892398"
