"id","term","category","weight"
"1","this","EMPATHY","2.3344628246614842"
"2","situation","EMPATHY","15.214251572837764"
"3","i","EMPATHY","-0.17424965697695693"
"4","read","EMPATHY","10.885252647233136"
"5","about","EMPATHY","-10.08160692788856"
"6","concerning","EMPATHY","0.5781854925677198"
"7","refugees","EMPATHY","-0.0045277267796682286"
"8","fleeing","EMPATHY","5.9251350617957055"
"9","to","EMPATHY","2.2021190748128507"
"10","mediterranean","EMPATHY","3.641848405425466"
"11","countries","EMPATHY","-2.1957066626970008"
"12","such","EMPATHY","7.7789527114255055"
"13","as","EMPATHY","-1.1602603812451924"
"14","greece","EMPATHY","1.795817686807068"
"15","and","EMPATHY","2.207182657118458"
"16","italy","EMPATHY","1.4250666175462823"
"17","is","EMPATHY","1.2486826136524147"
"18","sad","EMPATHY","14.607442015728186"
"19","concerns","EMPATHY","-3.6733075986278303"
"20","me","EMPATHY","-6.656153770860996"
"21",".","EMPATHY","-1.1376913109184488"
"22","clearly","EMPATHY","0.11336742179435795"
"23","the","EMPATHY","-0.7072581218182554"
"24","conditions","EMPATHY","0.029106116948291433"
"25","in","EMPATHY","-0.3396360936603511"
"26","their","EMPATHY","0.6287336647280724"
"27","native","EMPATHY","13.39192040480924"
"28","have","EMPATHY","2.592349539687686"
"29","gotten","EMPATHY","-1.413175430528925"
"30","be","EMPATHY","4.3286422494035675"
"31","so","EMPATHY","10.665989026152747"
"32","unbearable","EMPATHY","3.3797181154923615"
"33","that","EMPATHY","-2.5682717430631308"
"34","they","EMPATHY","3.661374645129307"
"35","are","EMPATHY","4.640311282145872"
"36","willing","EMPATHY","-3.7089434470218365"
"37","risk","EMPATHY","10.523136168572602"
"38","own","EMPATHY","-11.085648899978825"
"39","families","EMPATHY","7.4764126708090295"
"40","'","EMPATHY","7.547872499270384"
"41","lives","EMPATHY","17.860830750808184"
"42","try","EMPATHY","5.774593841600741"
"43","for","EMPATHY","-2.456854403547005"
"44","a","EMPATHY","-0.7947148958258556"
