"id","term","category","weight"
"1","this","DISTRESS","7.294742179226775"
"2","situation","DISTRESS","3.347480099155655"
"3","i","DISTRESS","-5.930435120542577"
"4","read","DISTRESS","3.363361829098565"
"5","about","DISTRESS","-8.769908254583951"
"6","concerning","DISTRESS","-2.3209555011746796"
"7","refugees","DISTRESS","-4.349051622913959"
"8","fleeing","DISTRESS","4.6878985716054125"
"9","to","DISTRESS","1.495889159234758"
"10","mediterranean","DISTRESS","3.3793884110383074"
"11","countries","DISTRESS","5.816707292704246"
"12","such","DISTRESS","13.053585512815337"
"13","as","DISTRESS","-2.86549807857176"
"14","greece","DISTRESS","-0.48442518030877374"
"15","and","DISTRESS","2.546798122752219"
"16","italy","DISTRESS","0.14541240518726564"
"17","is","DISTRESS","1.33907807762168"
"18","sad","DISTRESS","7.485124782028279"
"19","concerns","DISTRESS","2.5672229420024633"
"20","me","DISTRESS","13.212907044390118"
"21",".","DISTRESS","-6.587602927645545"
"22","clearly","DISTRESS","-14.051311403434966"
"23","the","DISTRESS","-1.9721978722618845"
"24","conditions","DISTRESS","9.418534089136394"
"25","in","DISTRESS","-4.3124593118221535"
"26","their","DISTRESS","-1.2491803596188622"
"27","native","DISTRESS","-1.3263635775599871"
"28","have","DISTRESS","4.639022759884618"
"29","gotten","DISTRESS","2.0949104745159426"
"30","be","DISTRESS","-0.723708735095554"
"31","so","DISTRESS","15.926925647257619"
"32","unbearable","DISTRESS","4.027343769984476"
"33","that","DISTRESS","-1.1260235660422948"
"34","they","DISTRESS","2.406979219747075"
"35","are","DISTRESS","0.24334483140755103"
"36","willing","DISTRESS","-0.26869291813071167"
"37","risk","DISTRESS","3.9092073832599348"
"38","own","DISTRESS","-8.11731447815878"
"39","families","DISTRESS","2.2091287041854786"
"40","'","DISTRESS","2.4898413379279556"
"41","lives","DISTRESS","9.113540202283097"
"42","try","DISTRESS","0.7685704787653944"
"43","for","DISTRESS","-0.8610415143701441"
"44","a","DISTRESS","-1.6864292082066623"
"45","different","DISTRESS","0.5280106855529397"
"46","life","DISTRESS","3.8014162758387435"
"47","another","DISTRESS","-7.3916701135280976"
"48","country","DISTRESS","-1.9203736476874764"
"49",",","DISTRESS","0.8782773608075034"
"50","with","DISTRESS","-1.0860593759406787"
"51","no","DISTRESS","-14.950336269327693"
"52","guarantee","DISTRESS","-3.817827719811076"
"53","there","DISTRESS","-4.41925232488374"
"54","would","DISTRESS","-12.727057695055649"
"55","an","DISTRESS","-7.3641540322843575"
"56","improvement","DISTRESS","0.36587068940379747"
"57","its","DISTRESS","-9.461439328478114"
"58","difficult","DISTRESS","-7.328395438986104"
"59","understand","DISTRESS","16.659318186561656"
"60","must","DISTRESS","-0.671498758924384"
"61","terrible","DISTRESS","20.7959400183535"
"62","these","DISTRESS","5.9403552616268875"
"63","due","DISTRESS","3.3625601496932904"
"64","horrendous","DISTRESS","0.14541240518726564"
"65","governance","DISTRESS","0.14541240518726564"
"66","which","DISTRESS","0.5776078370532337"
"67","suppose","DISTRESS","-2.6184763828273048"
"68","something","DISTRESS","-1.7387293739476317"
"69","typical","DISTRESS","1.9031777099418357"
"70","american","DISTRESS","-0.32655106141014806"
"71","picture","DISTRESS","-2.1851473811659043"
"72","i'm","DISTRESS","-11.910933744045607"
"73","glad","DISTRESS","7.643150536001271"
"74","we","DISTRESS","15.191080599849965"
"75","live","DISTRESS","2.4248945058404145"
"76","where","DISTRESS","-18.651987327027364"
"77","relative","DISTRESS","2.1774926714823373"
"78","freedoms","DISTRESS","-1.378058770116269"
"79","individual","DISTRESS","5.461856545393666"
"80","his","DISTRESS","-1.2116923503547479"
"81","or","DISTRESS","1.1020526141621207"
"82","her","DISTRESS","-3.9993786350781964"
"83","family","DISTRESS","7.543721619153855"
"84","can","DISTRESS","-5.0872456291626875"
"85","independently","DISTRESS","0.14541240518726564"
"86","get","DISTRESS","8.105772551939785"
"87","needs","DISTRESS","15.912086916837191"
"88","met","DISTRESS","1.7599894676454753"
"89","wants","DISTRESS","0.9212660308470407"
"90","living","DISTRESS","7.521178187705032"
"91","fear","DISTRESS","8.212350694204158"
"92","way","DISTRESS","7.974164451714615"
"93","saddened","DISTRESS","7.237362239107224"
"94","hear","DISTRESS","-5.14830748892623"
"95","news","DISTRESS","-1.5514272727607896"
"96","passing","DISTRESS","-2.2601866770431407"
"97","my","DISTRESS","-4.778951757431574"
"98","experience","DISTRESS","-2.376829867781847"
"99","believe","DISTRESS","-0.9841941980567808"
"100","comedians","DISTRESS","-2.5187926386182204"
"101","into","DISTRESS","12.19382318018661"
"102","field","DISTRESS","1.3016549948929406"
"103","aspect","DISTRESS","0.7439520311787827"
"104","of","DISTRESS","0.7928717367616982"
"105","desire","DISTRESS","2.6342324010728055"
"106","help","DISTRESS","16.946473138892035"
"107","people","DISTRESS","0.6155943383505031"
"108","give","DISTRESS","-2.723866998099174"
"109","them","DISTRESS","-2.1085244151723437"
"110","few","DISTRESS","-7.372222878016857"
"111","laughs","DISTRESS","1.387758124111098"
"112","don't","DISTRESS","-6.277663939877619"
"113","think","DISTRESS","-1.1784074280904364"
"114","recall","DISTRESS","-0.57489009459958"
"115","comedy","DISTRESS","1.387758124111098"
"116","acts","DISTRESS","-9.180384471235687"
"117","but","DISTRESS","-11.299811343717284"
"118","reading","DISTRESS","3.9177097044230926"
"119","through","DISTRESS","8.537503115927922"
"120","tributes","DISTRESS","1.387758124111098"
"121","sense","DISTRESS","3.763503476855961"
"122","liked","DISTRESS","-3.6856875410143113"
"123","him","DISTRESS","-0.9072697309222381"
"124","alright","DISTRESS","1.387758124111098"
"125","he","DISTRESS","-0.18490694157404225"
"126","was","DISTRESS","-0.0833588366263387"
"127","good","DISTRESS","-4.252959010154057"
"128","guy","DISTRESS","-2.2564661004840785"
"129","tagline","DISTRESS","1.387758124111098"
"130","great","DISTRESS","-1.7279062558148661"
"131","-","DISTRESS","3.7529070178204798"
"132","""","DISTRESS","4.596343576641831"
"133","that's","DISTRESS","-24.673386808514806"
"134","not","DISTRESS","-1.0411311673111223"
"135","right","DISTRESS","-6.51148134113086"
"136","if","DISTRESS","-1.2572700948602886"
"137","internalized","DISTRESS","1.387758124111098"
"138","solid","DISTRESS","1.6664322179392301"
"139","wrong","DISTRESS","-6.460136898497362"
