"id","term","category","weight"
"1","this","DISTRESS","6.444000031559146"
"2","situation","DISTRESS","7.1125350359723996"
"3","i","DISTRESS","-2.972685827137897"
"4","read","DISTRESS","-0.24684065081503254"
"5","about","DISTRESS","-6.317337756315611"
"6","concerning","DISTRESS","-1.7371818700052903"
"7","refugees","DISTRESS","-3.278828719160093"
"8","fleeing","DISTRESS","2.7242743895834236"
"9","to","DISTRESS","1.5337738856098115"
"10","mediterranean","DISTRESS","2.6094678257706203"
"11","countries","DISTRESS","5.286769600160897"
"12","such","DISTRESS","11.813493273897612"
"13","as","DISTRESS","0.3304791639008897"
"14","greece","DISTRESS","1.410816901146792"
"15","and","DISTRESS","3.6359333017801387"
"16","italy","DISTRESS","1.7974855679354387"
"17","is","DISTRESS","5.549396147582606"
"18","sad","DISTRESS","7.652748430172247"
"19","concerns","DISTRESS","1.091384965579951"
"20","me","DISTRESS","7.975401133013276"
"21",".","DISTRESS","-8.946698414416492"
"22","clearly","DISTRESS","-8.873129229385512"
"23","the","DISTRESS","-2.7203046529367163"
"24","conditions","DISTRESS","4.245901401250369"
"25","in","DISTRESS","-3.5216630720363202"
"26","their","DISTRESS","0.12233509596478809"
"27","native","DISTRESS","-0.20429894242479466"
"28","have","DISTRESS","4.794771326809102"
"29","gotten","DISTRESS","-0.457354981844603"
"30","be","DISTRESS","0.3871824001872647"
"31","so","DISTRESS","9.898198447237386"
"32","unbearable","DISTRESS","3.129362276740594"
"33","that","DISTRESS","-1.3604774516057332"
"34","they","DISTRESS","-0.46388910412305795"
"35","are","DISTRESS","0.16322168706895746"
"36","willing","DISTRESS","-1.3439829539298915"
"37","risk","DISTRESS","2.013111753457164"
"38","own","DISTRESS","-7.057048344861958"
"39","families","DISTRESS","-4.526045145268948"
"40","'","DISTRESS","3.349014904764329"
"41","lives","DISTRESS","6.93143383567425"
"42","try","DISTRESS","0.47802602738521666"
"43","for","DISTRESS","-3.958256408575368"
"44","a","DISTRESS","-2.186142761205103"
"45","different","DISTRESS","-0.795628968024658"
"46","life","DISTRESS","2.6160656830477116"
"47","another","DISTRESS","-8.00377152918668"
"48","country","DISTRESS","1.1318748860049255"
"49",",","DISTRESS","-1.4581439542470278"
"50","with","DISTRESS","-1.5666893180870858"
"51","no","DISTRESS","-14.580627248716459"
"52","guarantee","DISTRESS","-4.136480400841909"
"53","there","DISTRESS","-5.933186611456201"
"54","would","DISTRESS","-6.5601472065435935"
"55","an","DISTRESS","-9.797908203917912"
"56","improvement","DISTRESS","0.034871192924241914"
"57","its","DISTRESS","-6.549848115263289"
"58","difficult","DISTRESS","-4.66804332175214"
"59","understand","DISTRESS","15.576296078425324"
"60","must","DISTRESS","-0.5540178954039366"
"61","terrible","DISTRESS","17.260477818539425"
"62","these","DISTRESS","9.895790712748838"
"63","due","DISTRESS","0.43458165782439667"
"64","horrendous","DISTRESS","0.034871192924241914"
"65","governance","DISTRESS","0.034871192924241914"
"66","which","DISTRESS","1.3527876569095554"
"67","suppose","DISTRESS","-2.452613311923663"
"68","something","DISTRESS","-2.1380284359088866"
"69","typical","DISTRESS","1.1528318659875922"
"70","american","DISTRESS","1.6747848002301073"
"71","picture","DISTRESS","-2.9503380864610484"
"72","i'm","DISTRESS","-12.27668821823854"
"73","glad","DISTRESS","5.895469242987102"
"74","we","DISTRESS","14.935436318795599"
"75","live","DISTRESS","3.0739852548531923"
"76","where","DISTRESS","-15.332442751181617"
"77","relative","DISTRESS","1.9916818519606567"
"78","freedoms","DISTRESS","-1.4360398683980835"
"79","individual","DISTRESS","2.830005489563729"
"80","his","DISTRESS","2.3166788041564335"
"81","or","DISTRESS","-0.2450367179870767"
"82","her","DISTRESS","-2.4768847806543333"
"83","family","DISTRESS","10.6970531429717"
"84","can","DISTRESS","-5.745037191587773"
"85","independently","DISTRESS","0.034871192924241914"
"86","get","DISTRESS","8.458924118736507"
"87","needs","DISTRESS","16.19768362076495"
"88","met","DISTRESS","2.636570197523561"
"89","wants","DISTRESS","2.3153493345113496"
"90","living","DISTRESS","4.6533282462947545"
"91","fear","DISTRESS","9.245008390661406"
"92","way","DISTRESS","8.235895501162323"
"93","saddened","DISTRESS","6.387797274205258"
"94","hear","DISTRESS","-0.4287109250767535"
"95","news","DISTRESS","-0.8805824735220389"
"96","passing","DISTRESS","-2.933791815413761"
"97","my","DISTRESS","-1.3585434155512102"
"98","experience","DISTRESS","-3.3705795610150413"
"99","believe","DISTRESS","7.850573151931098"
"100","comedians","DISTRESS","0.53571311049145"
"101","into","DISTRESS","10.121545999337123"
"102","field","DISTRESS","2.413932386431709"
"103","aspect","DISTRESS","1.0931364812612054"
"104","of","DISTRESS","-2.1586898917752606"
"105","desire","DISTRESS","0.8079201956431471"
"106","help","DISTRESS","13.938279610667522"
"107","people","DISTRESS","4.356127636462368"
"108","give","DISTRESS","3.3526495155516205"
"109","them","DISTRESS","-0.10191954607116582"
"110","few","DISTRESS","-6.883111920351079"
"111","laughs","DISTRESS","1.0931364812612054"
"112","don't","DISTRESS","-8.088598985769226"
"113","think","DISTRESS","-5.572049825274368"
"114","recall","DISTRESS","-0.6115655157374137"
"115","comedy","DISTRESS","1.0931364812612054"
"116","acts","DISTRESS","-10.699075603722093"
"117","but","DISTRESS","-11.431577839714555"
