"id","term","category","weight"
"1","this","DISTRESS","7.24310735181665"
"2","situation","DISTRESS","7.938187515506745"
"3","i","DISTRESS","-4.721044162624155"
"4","read","DISTRESS","1.8006125810529925"
"5","about","DISTRESS","-6.479910078795646"
"6","concerning","DISTRESS","-1.9752787709176758"
"7","refugees","DISTRESS","-2.0440490772698205"
"8","fleeing","DISTRESS","4.697437900405975"
"9","to","DISTRESS","1.4451947982471662"
"10","mediterranean","DISTRESS","3.2287060146134188"
"11","countries","DISTRESS","4.862652138700379"
"12","such","DISTRESS","12.158401997675691"
"13","as","DISTRESS","1.1623735575876637"
"14","greece","DISTRESS","0.9114791425127108"
"15","and","DISTRESS","2.5818629882046773"
"16","italy","DISTRESS","1.694953233104114"
"17","is","DISTRESS","4.573259284331973"
"18","sad","DISTRESS","6.307141694676728"
"19","concerns","DISTRESS","-0.3665904610755355"
"20","me","DISTRESS","12.212537426494288"
"21",".","DISTRESS","-8.095503143326177"
"22","clearly","DISTRESS","-10.221460741178188"
"23","the","DISTRESS","-2.59150399051338"
"24","conditions","DISTRESS","-0.8878604859433277"
"25","in","DISTRESS","-2.2004826485991664"
"26","their","DISTRESS","4.3405310261773336"
"27","native","DISTRESS","-0.05991781098536074"
"28","have","DISTRESS","5.974717658434372"
"29","gotten","DISTRESS","0.5317006018165795"
"30","be","DISTRESS","-1.8025910230426492"
"31","so","DISTRESS","15.849422533608294"
"32","unbearable","DISTRESS","4.227475626013944"
"33","that","DISTRESS","-1.2271209255293325"
"34","they","DISTRESS","-1.0639429427124096"
"35","are","DISTRESS","-0.14148384249608092"
"36","willing","DISTRESS","-0.7266751239060245"
"37","risk","DISTRESS","1.254155122282705"
"38","own","DISTRESS","-8.721368941668828"
"39","families","DISTRESS","2.439325317086841"
"40","'","DISTRESS","2.6113391250421665"
"41","lives","DISTRESS","9.47246325471467"
"42","try","DISTRESS","-0.7024418771480864"
"43","for","DISTRESS","-1.488498765124609"
"44","a","DISTRESS","-2.9088679319952315"
"45","different","DISTRESS","-0.6808706075998221"
"46","life","DISTRESS","-2.9383622775157834"
"47","another","DISTRESS","-8.70824137875884"
"48","country","DISTRESS","1.410586489004816"
"49",",","DISTRESS","-1.0628169165033974"
"50","with","DISTRESS","0.3155226004930405"
"51","no","DISTRESS","-15.73118226006767"
"52","guarantee","DISTRESS","-3.7569423275188685"
"53","there","DISTRESS","-4.23826317896845"
"54","would","DISTRESS","-7.579781663815578"
"55","an","DISTRESS","-7.106875839462917"
"56","improvement","DISTRESS","0.17018514347597255"
"57","its","DISTRESS","-6.985178083814702"
"58","difficult","DISTRESS","-7.976626451184974"
"59","understand","DISTRESS","13.193112311630399"
"60","must","DISTRESS","-4.46698115154348"
"61","terrible","DISTRESS","19.40710083666491"
"62","these","DISTRESS","9.298812896463296"
"63","due","DISTRESS","-0.8926110853679103"
"64","horrendous","DISTRESS","0.07503864127095246"
"65","governance","DISTRESS","0.07503864127095246"
"66","which","DISTRESS","4.379670524082276"
"67","suppose","DISTRESS","-1.257725450284497"
"68","something","DISTRESS","0.017501954045445578"
"69","typical","DISTRESS","2.51905297806626"
"70","american","DISTRESS","2.249707712705186"
"71","picture","DISTRESS","-2.8463405452217714"
