"message_id","feat","avg(empathy.empathy)","avg(empathy.distress)","avg(empathy.empathy_bin)","avg(empathy.distress_bin)","test_fold"
"R_yJ6wfoQV0isjWBr_4","!","3.6280331","4.0801105","0.4696","0.5359","0"
"R_2ZHUXU5dQB2meI7_5","""","3.6635833","3.8043981","0.4907","0.5370","0"
"R_PA1EeRUe6I55jgd_4","#metoo","4.3330000","6.6250000","1.0000","1.0000","6"
"R_1pERSTMtylH2tus_5","$","3.6500000","2.8375000","0.5000","0.3000","0"
"R_3Hz9m3bA6uWT3YI_2","%","3.4583333","3.2083333","0.3333","0.2500","0"
"R_3R4lpvpSZKNYUCN_3","&","3.4167500","3.9062500","0.5000","0.5000","1"
"R_3mmXh2LU82nVg96_1","'","4.2302381","3.8809524","0.6667","0.5714","1"
"R_1IRRIFlrEvyBc83_2","(","3.8926222","4.1416667","0.5778","0.6222","0"
"R_1IRRIFlrEvyBc83_2",")","3.8926222","4.1416667","0.5778","0.6222","0"
"R_sXd7G0qsBBO5rup_3","*","3.0556667","3.4166667","0.6667","0.3333","2"
"R_3rPu02mAYdW61Xg_2",",","3.6726133","3.7250914","0.4872","0.4936","0"
"R_yJ6wfoQV0isjWBr_4","-","3.7514561","3.8815789","0.4737","0.5263","0"
"R_3rPu02mAYdW61Xg_2",".","3.6649960","3.7372654","0.4846","0.4873","0"
"R_3ffqM7eI6MDHtwo_1","..","4.2121818","4.8636364","0.5455","0.8182","0"
"R_1LhyOz9jrkIJQCi_3","...","2.9500667","3.2208333","0.2667","0.4667","0"
"R_1LhyOz9jrkIJQCi_3","....","1.8332857","2.9285714","0.0000","0.4286","0"
"R_1g7VoEtxvkSjfKS_4","/","3.0926111","3.5138889","0.3889","0.5556","0"
"R_BQYbCIHSznI2RkB_1","0","4.0000000","3.6250000","1.0000","0.0000","1"
"R_2EEQioTSv70RUzF_2","0.85","5.6670000","6.1250000","1.0000","1.0000","6"
"R_1Ca4HzZe2UzxzWV_5","000","5.1190000","3.4285714","0.8571","0.4286","2"
"R_3nPMcz25sBSaaD8_3","1","4.4166250","4.3281250","0.5000","0.5000","0"
"R_2EEQioTSv70RUzF_5","1,200-","7.0000000","6.1250000","1.0000","1.0000","7"
"R_1CwqF3XMcOybgIW_5","1,600","4.3330000","5.0000000","1.0000","1.0000","8"
"R_3j9u5KMZbQS89kp_2","1,800","4.0000000","3.7500000","1.0000","0.0000","2"
"R_2xIXWgIt65WqCB5_2","1.3","5.6670000","5.8750000","1.0000","1.0000","0"
"R_3Jw9WNCBWRV66DT_3","1.4","4.3330000","5.0000000","1.0000","1.0000","3"
"R_1OPuFFg74ePvEHb_2","10","4.2667000","5.1875000","0.8000","0.9000","0"
"R_ROAxUwdU6WcMHdf_1","10,000","5.5000000","5.2500000","1.0000","1.0000","5"
"R_3eaFPz1YPhmUqzt_2","10-15","1.0000000","6.0000000","0.0000","1.0000","0"
"R_3oTOlb2UT21kncA_4","10-month-old","5.6670000","5.7500000","1.0000","1.0000","2"
"R_1OPuFFg74ePvEHb_4","100","4.2948462","4.3750000","0.6154","0.6154","0"
"R_25vCdsEDRhPJ3w3_2","1000s","4.1670000","5.8750000","1.0000","1.0000","5"
"R_2CEwmOXgqGtctrt_2","11","3.8335000","5.8125000","0.5000","1.0000","6"
"R_3oTOlb2UT21kncA_2","12","6.5000000","6.5000000","1.0000","1.0000","7"
"R_3oTOlb2UT21kncA_5","12-year-old","5.5000000","5.7500000","1.0000","1.0000","6"
"R_2AShlPLXEZW4TNc_3","1200","6.0556667","4.7500000","1.0000","0.6667","2"
"R_1rftZXLZ8DysqyC_4","122","1.5000000","4.3750000","0.0000","1.0000","8"
"R_CaD7yFl7q5MrzCp_1","13","3.6665000","5.7500000","0.5000","1.0000","0"
"R_1OPuFFg74ePvEHb_4","13,000","6.2500000","6.0625000","1.0000","1.0000","0"
"R_1DZ3upqcIzFhtH3_4","13,300","5.0000000","3.6250000","1.0000","0.0000","3"
"R_1pERSTMtylH2tus_2","130","4.8890000","4.4166667","0.6667","0.6667","1"
"R_1OPuFFg74ePvEHb_2","14","3.9000000","3.9500000","0.6000","0.6000","0"
"R_5jRlP3nKHGclOFj_2","14-year-old","5.6670000","5.7500000","1.0000","1.0000","7"
"R_Cf3oaCWH23zMSdj_1","1400","5.6670000","3.0000000","1.0000","0.0000","1"
"R_31Et1v2rps9wNSQ_3","15","3.3890000","5.2916667","0.3333","1.0000","6"
"R_ROAxUwdU6WcMHdf_2","150","5.3330000","5.5000000","1.0000","1.0000","5"
"R_1rfDsNtkx9ueNuH_4","16","4.6670000","5.1250000","1.0000","1.0000","2"
"R_1OPuFFg74ePvEHb_4","16-year","6.2500000","6.0625000","1.0000","1.0000","0"
"R_3oTOlb2UT21kncA_5","16-year-old","5.5000000","5.7500000","1.0000","1.0000","6"
"R_OPS9EZNTzb221uF_3","17","3.3330000","3.3750000","0.0000","0.0000","2"
"R_2xJIlWl26lfyw8n_1","1750","4.5000000","5.5000000","1.0000","1.0000","5"
"R_sYY3M27k4zjwPfz_3","175lbs","7.0000000","6.7500000","1.0000","1.0000","6"
"R_3KDPGjpoRqJxdFY_1","18","3.0835000","4.4375000","0.5000","0.5000","1"
"R_3npi2r9WK3X6C5j_3","18,000","5.3330000","4.6250000","1.0000","1.0000","5"
"R_57k7MIpd4IfEJ8d_4","18-year-old","4.1670000","5.0000000","1.0000","1.0000","1"
"R_3npi2r9WK3X6C5j_3","180","5.3330000","4.6250000","1.0000","1.0000","5"
"R_b9PntTdyM0vgfbb_5","1800's","6.0000000","6.0000000","1.0000","1.0000","0"
"R_1OPuFFg74ePvEHb_4","19","6.4334000","6.1000000","1.0000","1.0000","0"
"R_1DDb7pcl8PkL7Rz_1","1925","3.0000000","4.5000000","0.0000","1.0000","6"
"R_2ASfOpichWeulMF_3","1947","2.3335000","3.2500000","0.0000","0.5000","5"
"R_3oA99lmBLFDBvnj_2","1950","7.0000000","7.0000000","1.0000","1.0000","3"
"R_SJmBO1u0DDmEZH3_2","1960","4.3330000","5.2500000","1.0000","1.0000","2"
"R_31FSDThjiQYih8p_4","1960s","1.0000000","1.0000000","0.0000","0.0000","3"
"R_3R4lpvpSZKNYUCN_3","1966","4.5000000","5.0000000","1.0000","1.0000","1"
"R_3qmvHJGYLWOgccV_4","1969","3.5000000","2.8750000","0.0000","0.0000","3"
"R_2pVLOa7aDX0ZdAl_2","1996","2.9170000","6.3750000","0.5000","1.0000","1"
"R_1OPuFFg74ePvEHb_4","1997","6.2500000","6.0625000","1.0000","1.0000","0"
"R_5jRlP3nKHGclOFj_4","1998","5.8330000","6.0000000","1.0000","1.0000","1"
"R_1OPuFFg74ePvEHb_4","1999","5.5000000","5.1250000","1.0000","1.0000","0"
"R_2EEQioTSv70RUzF_2","19th","5.6670000","6.1250000","1.0000","1.0000","6"
"R_1jl9vLqdDRf4Epg_1","2","4.0416250","3.6250000","0.5625","0.5000","0"
"R_1CwqF3XMcOybgIW_5","2,000","2.6665000","3.6250000","0.5000","0.5000","8"
"R_2AShlPLXEZW4TNc_3","2-day-old","4.6670000","1.8750000","1.0000","0.0000","2"
"R_3npi2r9WK3X6C5j_5","2.2","4.3330000","4.3750000","1.0000","1.0000","8"
"R_PBbNxpYdnlgFsU9_3","2.3","3.5000000","4.7500000","0.0000","1.0000","2"
"R_3F2IgdLQxHPguO2_5","20","5.3666000","5.7750000","1.0000","1.0000","0"
"R_1DAmmWVuxekOzQt_2","20-year","3.0000000","5.5000000","0.0000","1.0000","5"
"R_3qjkVDIjECLKnKZ_5","20-year-old","2.0000000","6.0000000","0.0000","1.0000","9"
"R_1Iu8tApfebA0WZs_2","200","5.1428571","4.9285714","0.8571","0.8571","1"
"R_3qDqiG7g35x0oqN_1","2000","4.7500000","2.9375000","0.5000","0.5000","0"
"R_1mFvDu8OiiYboIA_5","2002","2.8330000","1.0000000","0.0000","0.0000","1"
"R_1pERSTMtylH2tus_3","2004","4.1670000","4.1250000","1.0000","1.0000","7"
"R_3oTOlb2UT21kncA_2","2005","6.0000000","6.0000000","1.0000","1.0000","7"
"R_1PSGwxsE86F4twO_4","2006","4.8330000","6.3750000","1.0000","1.0000","2"
"R_2ASfOpichWeulMF_3","2007","1.0000000","1.6250000","0.0000","0.0000","5"
"R_10Tabapshu2tvvK_2","2008","5.3335000","6.1875000","1.0000","1.0000","3"
"R_1OPuFFg74ePvEHb_4","2010","5.5000000","5.1250000","1.0000","1.0000","0"
"R_O8rkxaPvmC2DHTX_1","2011","4.8330000","5.3750000","1.0000","1.0000","8"
"R_1OPuFFg74ePvEHb_4","2012","5.7223333","4.7083333","1.0000","0.6667","0"
"R_PBbNxpYdnlgFsU9_3","2013","2.5000000","4.5625000","0.0000","1.0000","2"
"R_1n8frNuDYCk5bfB_2","2015","5.6666667","4.8333333","1.0000","0.6667","3"
"R_3F2IgdLQxHPguO2_4","2016","3.9668000","3.7500000","0.6000","0.6000","1"
"R_Cf3oaCWH23zMSdj_1","2018","5.6670000","3.0000000","1.0000","0.0000","1"
"R_3ElKNT2rbrUZYdR_2","2019","1.6670000","1.0000000","0.0000","0.0000","0"
"R_1f3fRDbsl9jD5Ww_5","2020","2.2223333","2.2916667","0.3333","0.3333","0"
"R_1LNJZAfnVTV5mcq_5","2022","4.3330000","3.6250000","1.0000","0.0000","5"
"R_Cf3oaCWH23zMSdj_1","20th","5.6670000","3.0000000","1.0000","0.0000","1"
"R_2PiZjdFX0cW00PQ_4","22-year-old","5.0000000","4.5000000","1.0000","1.0000","8"
"R_5BjrkiX7wiiuXFn_4","220","5.8330000","2.6250000","1.0000","0.0000","3"
"R_2EougSpp1xd4X4Z_2","23","3.4165000","5.8125000","0.0000","1.0000","5"
"R_2xIXWgIt65WqCB5_4","230","3.9165000","3.8750000","0.5000","0.5000","3"
"R_3ERvdNjTrRhQlWO_3","24","5.2500000","5.0000000","1.0000","1.0000","5"
"R_2B8Px06tE3ZGxiX_5","24-hour","4.6670000","4.3750000","1.0000","1.0000","0"
"R_1pERSTMtylH2tus_5","25","4.3666000","4.5500000","0.6000","0.4000","0"
"R_1mFvDu8OiiYboIA_5","250","2.8330000","1.0000000","0.0000","0.0000","1"
"R_2AEUozhKdiOv2dz_4","25000","1.8330000","1.0000000","0.0000","0.0000","1"
"R_1LhyOz9jrkIJQCi_4","26","5.0000000","4.0000000","1.0000","0.5000","0"
"R_1DDb7pcl8PkL7Rz_2","270","3.5000000","4.6250000","0.0000","1.0000","8"
"R_5jRlP3nKHGclOFj_3","28","4.1665000","5.6875000","0.5000","1.0000","7"
"R_1LhyOz9jrkIJQCi_4","29","4.4165000","1.9375000","1.0000","0.0000","0"
"R_1FPPdbnLwSGuNfD_1","2nd","5.0000000","4.8750000","0.5000","0.5000","2"
"R_2Qya6z7Tq9vKDU6_1","3","4.0666000","3.6000000","0.5000","0.5000","0"
"R_3R4lpvpSZKNYUCN_4","3,000","4.8330000","5.2500000","1.0000","1.0000","1"
"R_WoFlOJ6EsGnQNW1_2","3.2","4.6670000","4.8750000","1.0000","1.0000","7"
"R_3mmXh2LU82nVg96_3","3.6","5.8330000","5.5000000","1.0000","1.0000","0"
"R_1IRRIFlrEvyBc83_5","30","3.6250000","2.6562500","0.5000","0.5000","1"
"R_1pERSTMtylH2tus_5","30,000","3.3330000","3.5000000","0.0000","0.0000","0"
"R_xyg9o2AhhGJI11L_1","300","2.0000000","4.0000000","0.0000","0.5000","5"
"R_1OPuFFg74ePvEHb_4","31","5.6666667","5.7083333","1.0000","1.0000","0"
"R_3ffqM7eI6MDHtwo_4","32","3.5000000","5.0000000","0.0000","1.0000","3"
"R_1KxO6Ao7Nq2txfD_3","33","1.0000000","1.0000000","0.0000","0.0000","7"
"R_3ffqM7eI6MDHtwo_4","35","3.0835000","3.6875000","0.0000","0.5000","3"
"R_O8rkxaPvmC2DHTX_1","35-year","4.8330000","5.3750000","1.0000","1.0000","8"
"R_3npi2r9WK3X6C5j_3","350","6.1665000","5.3750000","1.0000","1.0000","5"
"R_3F2IgdLQxHPguO2_3","37","5.5000000","5.8750000","1.0000","1.0000","5"
"R_3ffqM7eI6MDHtwo_4","38","3.5000000","5.0000000","0.0000","1.0000","3"
"R_1pERSTMtylH2tus_2","39","3.5000000","3.5000000","0.0000","0.0000","1"
"R_2xJIlWl26lfyw8n_1","3rd","3.5553333","4.7500000","0.6667","0.6667","5"
"R_2xJIlWl26lfyw8n_2","4","4.1250000","4.7968750","0.5000","0.8750","1"
"R_Q9TGvokg2x7BPsB_5","4.50","4.0000000","1.5000000","1.0000","0.0000","6"
"R_1FPPdbnLwSGuNfD_1","40","5.3333333","6.1250000","0.6667","1.0000","2"
"R_1Ca4HzZe2UzxzWV_5","400","4.7776667","4.2916667","0.6667","0.6667","2"
"R_3g5YX0YfRdSSVHx_1","40s","4.8330000","4.0000000","1.0000","1.0000","9"
"R_1PSGwxsE86F4twO_4","41","4.8330000","6.3750000","1.0000","1.0000","2"
"R_3ffqM7eI6MDHtwo_4","42","3.5000000","5.0000000","0.0000","1.0000","3"
"R_2woWYw6rHTgQXfH_1","43","5.5000000","2.2500000","1.0000","0.0000","2"
"R_25T5ImOfpOm39RP_3","4th","3.5830000","2.9375000","0.5000","0.5000","6"
"R_2w5APqi1FRXTcaf_4","5","4.6666667","4.2083333","0.6667","0.6667","0"
"R_1OPuFFg74ePvEHb_2","5,000","5.4170000","5.4375000","1.0000","1.0000","0"
"R_3mmXh2LU82nVg96_1","5,300","5.5000000","5.6250000","1.0000","1.0000","1"
"R_10Tabapshu2tvvK_4","5.0","2.4165000","1.9375000","0.0000","0.0000","7"
"R_1PSGwxsE86F4twO_2","5.7","5.3330000","5.5000000","1.0000","1.0000","7"
"R_1pERSTMtylH2tus_2","50","3.5835000","3.1875000","0.0000","0.0000","1"
"R_OPS9EZNTzb221uF_3","50's","3.3330000","3.3750000","0.0000","0.0000","2"
"R_2woWYw6rHTgQXfH_2","500","5.6665000","3.4375000","1.0000","0.2500","0"
"R_57k7MIpd4IfEJ8d_4","5000","2.7223333","3.5000000","0.3333","0.6667","1"
"R_8okZZbyblCqsFNv_4","55","6.5000000","5.0000000","1.0000","1.0000","6"
"R_2xIXWgIt65WqCB5_5","56","6.1670000","5.7500000","1.0000","1.0000","3"
"R_3ElKNT2rbrUZYdR_2","6","3.7000000","4.0000000","0.4000","0.6000","0"
"R_sYY3M27k4zjwPfz_3","6'0","7.0000000","6.7500000","1.0000","1.0000","6"
"R_25T5ImOfpOm39RP_3","6,000","4.3330000","4.8750000","1.0000","1.0000","6"
"R_5BjrkiX7wiiuXFn_4","6.4","6.1665000","3.8125000","1.0000","0.5000","3"
"R_3F2IgdLQxHPguO2_4","60","5.7915000","5.3437500","1.0000","1.0000","1"
"R_2AShlPLXEZW4TNc_5","600","3.6670000","3.6250000","0.0000","0.0000","3"
"R_10Tabapshu2tvvK_2","6000","4.6670000","6.3750000","1.0000","1.0000","3"
"R_1rftZXLZ8DysqyC_2","60s","4.0835000","4.0625000","0.5000","0.5000","3"
"R_088bdUkTs4jYl7b_4","63","1.0000000","3.0000000","0.0000","0.0000","3"
"R_3npi2r9WK3X6C5j_4","65","4.5000000","4.0000000","1.0000","1.0000","2"
"R_1mCXoR0Phty4GNS_5","6:30","3.3330000","2.5000000","0.0000","0.0000","5"
"R_1g5YEkTMm158K6n_5","6th","3.1670000","1.3750000","0.0000","0.0000","7"
"R_b1TbRrcCazNh0Qx_4","7","2.6665000","2.7500000","0.5000","0.0000","0"
"R_CaD7yFl7q5MrzCp_1","70","4.5000000","5.3750000","1.0000","1.0000","0"
"R_11d2f4aGBETtClb_5","70's","5.8330000","2.8750000","1.0000","0.0000","6"
"R_b9PntTdyM0vgfbb_1","700","6.0556667","4.8333333","1.0000","0.6667","3"
"R_sYY3M27k4zjwPfz_3","70s","7.0000000","6.7500000","1.0000","1.0000","6"
"R_6S8yzbSVDy85saJ_3","74","6.5000000","1.0000000","1.0000","0.0000","0"
"R_1DZ3upqcIzFhtH3_4","75","3.8890000","3.6666667","0.6667","0.3333","3"
"R_1rfDsNtkx9ueNuH_1","750","4.6670000","4.2500000","1.0000","1.0000","5"
"R_2YArZsw1g1y22lR_3","78","3.7500000","5.0000000","0.5000","1.0000","2"
"R_2Qya6z7Tq9vKDU6_5","783","5.3330000","5.1250000","1.0000","1.0000","3"
"R_wSkDqB6ZNAVmKY1_5","8","3.6250000","3.9687500","0.5000","0.5000","0"
"R_1pERSTMtylH2tus_2","8,000","3.7500000","3.7500000","0.5000","0.5000","1"
"R_3oTOlb2UT21kncA_5","8-year-old","5.5000000","5.7500000","1.0000","1.0000","6"
"R_5BjrkiX7wiiuXFn_4","8.8","6.1665000","3.8125000","1.0000","0.5000","3"
"R_3Hz9m3bA6uWT3YI_2","80","3.3890000","2.8333333","0.0000","0.3333","0"
"R_1mFvDu8OiiYboIA_5","80's","4.3330000","1.9375000","0.5000","0.0000","1"
"R_25vCdsEDRhPJ3w3_2","800","4.2500000","5.3750000","1.0000","1.0000","5"
"R_1eQAOZUF4OeFfld_5","80s","2.0835000","2.3125000","0.0000","0.0000","5"
"R_3nTvynbDUYQMWU7_4","82","3.5000000","3.8750000","0.0000","0.0000","3"
"R_1g5YEkTMm158K6n_4","83","1.1670000","1.1250000","0.0000","0.0000","0"
"R_1eQAOZUF4OeFfld_1","83-year-old","3.8330000","3.0000000","0.0000","0.0000","1"
"R_2w5APqi1FRXTcaf_4","86","3.8330000","1.0000000","0.0000","0.0000","0"
"R_z2Ua6AbIBF0WXh7_5","86-year-old","7.0000000","1.1250000","1.0000","0.0000","7"
"R_2c5UkddgXqWcNqs_1","8th","1.6670000","4.5000000","0.0000","1.0000","2"
"R_3OpG184aKTO0EJq_1","9","3.9165000","4.1875000","0.5000","0.5000","7"
"R_3pmv2YByMN0V6jP_3","9/11","1.0000000","1.0000000","0.0000","0.0000","6"
"R_3ho2mL7zaMK1xSh_3","90","3.0000000","6.5000000","0.0000","1.0000","6"
"R_1mFvDu8OiiYboIA_5","90's","2.8330000","1.0000000","0.0000","0.0000","1"
"R_3mmXh2LU82nVg96_4","90210alum","5.5000000","5.8750000","1.0000","1.0000","8"
"R_3iqHvljEoHkIuA3_3","90s","2.0835000","2.3125000","0.0000","0.0000","1"
"R_WoFlOJ6EsGnQNW1_5","911","3.2780000","4.3333333","0.6667","0.6667","3"
"R_3Q0qIgPdSarp08H_4","99.9","3.1670000","3.7500000","0.0000","0.0000","3"
"R_1HoxPF6qzy4BIwm_5",":","4.8593750","4.7734375","0.7500","0.7500","0"
"R_31Et1v2rps9wNSQ_2",":(","3.5278333","5.6041667","0.5000","0.8333","0"
"R_23f3EJw0565sPzq_5",";","2.6573889","3.2222222","0.1667","0.4444","0"
"R_1E52pkDzk4NF6WW_4","<many","5.0000000","3.8750000","1.0000","0.0000","8"
"R_2xJcBbmJq6tC50y_3","<slowly","3.6670000","5.7500000","0.0000","1.0000","2"
"R_3rPu02mAYdW61Xg_2","?","3.7039910","3.7947761","0.4687","0.4955","0"
"R_wSkDqB6ZNAVmKY1_2","@marvel","4.1670000","4.6250000","1.0000","1.0000","5"
"R_3F2IgdLQxHPguO2_5","@middleditch","5.8330000","5.7500000","1.0000","1.0000","0"
"R_BQYbCIHSznI2RkB_4","[","3.0000000","3.3750000","0.0000","0.0000","1"
"R_3rPu02mAYdW61Xg_2","a","3.6973998","3.7462280","0.4887","0.4870","0"
"R_ZawuD4lhU731A8p_2","aah","4.5000000","6.8750000","1.0000","1.0000","3"
"R_8okZZbyblCqsFNv_2","aare","5.0000000","4.7500000","1.0000","1.0000","1"
"R_3QK3DgRo0DfNS48_1","abandon","3.1670000","5.7500000","0.0000","1.0000","8"
"R_25T5ImOfpOm39RP_4","abandoned","4.6670000","5.8750000","1.0000","1.0000","2"
"R_3QK3DgRo0DfNS48_1","abandoning","3.1670000","5.7500000","0.0000","1.0000","8"
"R_PBbNxpYdnlgFsU9_2","abbasi","5.5000000","6.5000000","1.0000","1.0000","6"
"R_2woWYw6rHTgQXfH_1","abed","5.5000000","2.2500000","1.0000","0.0000","2"
"R_2lTWX8lyNz56VTH_2","abhorrent","4.0000000","4.0000000","1.0000","1.0000","9"
"R_5jRlP3nKHGclOFj_2","abid","5.6670000","5.7500000","1.0000","1.0000","7"
"R_3Gm64BvSHkOeisK_5","abiding","1.0000000","1.1250000","0.0000","0.0000","3"
"R_Cf3oaCWH23zMSdj_1","ability","4.4167500","3.3906250","0.6250","0.3750","1"
"R_DqqsjbW8YKGGs9P_3","abject","2.6665000","4.5000000","0.5000","0.5000","3"
"R_1FPPdbnLwSGuNfD_2","able","4.1413939","3.8295455","0.5758","0.4848","0"
"R_3qjkVDIjECLKnKZ_3","abolishing","2.5000000","2.5000000","0.5000","0.5000","5"
"R_1Cf5NtaZbCAGR7n_5","abolishment","6.0000000","2.0000000","1.0000","0.0000","0"
"R_Dwv0KHEDJhBKMO5_5","abortion","1.5556667","2.1666667","0.0000","0.0000","1"
"R_3rPu02mAYdW61Xg_2","about","3.5979379","3.7181529","0.4825","0.4904","0"
"R_1E52pkDzk4NF6WW_5","above","5.2082500","4.3437500","1.0000","0.5000","5"
"R_VXt1aIuOzDuJLSV_5","abruptly","7.0000000","7.0000000","1.0000","1.0000","6"
"R_NXWUciQSQ1AJ7PP_5","absent","2.5000000","2.6250000","0.0000","0.0000","6"
"R_2c5BkaXnplhofbP_1","absolute","3.0000000","3.1250000","0.5000","0.5000","6"
