"message_id","feat","avg(empathy.empathy)","avg(empathy.distress)","avg(empathy.empathy_bin)","avg(empathy.distress_bin)","test_fold"
"R_yJ6wfoQV0isjWBr_4","!","3.7182762","4.0248619","0.4972","0.5193","0"
"R_2ZHUXU5dQB2meI7_5","""","3.4449811","3.6816038","0.4245","0.5094","0"
"R_PA1EeRUe6I55jgd_4","#metoo","4.3330000","6.6250000","1.0000","1.0000","6"
"R_1pERSTMtylH2tus_5","$","3.6500000","2.8375000","0.5000","0.3000","0"
"R_3Hz9m3bA6uWT3YI_2","%","3.1667000","2.6125000","0.3000","0.1000","0"
"R_3R4lpvpSZKNYUCN_3","&","3.7000000","4.0000000","0.6000","0.6000","1"
"R_3mmXh2LU82nVg96_1","'","4.3810476","4.1309524","0.7143","0.6190","1"
"R_1IRRIFlrEvyBc83_2","(","3.6944583","4.0885417","0.5208","0.6042","0"
"R_1IRRIFlrEvyBc83_2",")","3.7447021","4.1409574","0.5319","0.6170","0"
"R_sXd7G0qsBBO5rup_3","*","3.8750000","3.4375000","0.7500","0.2500","2"
"R_3rPu02mAYdW61Xg_2",",","3.6750891","3.6639118","0.4904","0.4821","0"
"R_yJ6wfoQV0isjWBr_4","-","3.5833400","3.8525000","0.4000","0.5200","0"
"R_3rPu02mAYdW61Xg_2",".","3.6741788","3.6892641","0.4899","0.4792","0"
"R_3ffqM7eI6MDHtwo_1","..","4.1539231","4.6923077","0.5385","0.7692","0"
"R_1LhyOz9jrkIJQCi_3","...","3.2396563","3.1601563","0.3750","0.4688","0"
"R_1LhyOz9jrkIJQCi_3","....","2.4444444","2.5694444","0.2222","0.3333","0"
"R_1g7VoEtxvkSjfKS_4","/","3.0926111","3.5138889","0.3889","0.5556","0"
"R_BQYbCIHSznI2RkB_1","0","4.0000000","3.6250000","1.0000","0.0000","1"
"R_2EEQioTSv70RUzF_2","0.85","5.6670000","6.1250000","1.0000","1.0000","6"
"R_1Ca4HzZe2UzxzWV_5","000","5.1388333","3.0625000","0.8333","0.3333","2"
"R_3nPMcz25sBSaaD8_3","1","4.0475714","3.9464286","0.4286","0.4286","0"
"R_2EEQioTSv70RUzF_5","1,200-","7.0000000","6.1250000","1.0000","1.0000","7"
"R_1CwqF3XMcOybgIW_5","1,600","4.3330000","5.0000000","1.0000","1.0000","8"
"R_3j9u5KMZbQS89kp_2","1,800","4.0000000","3.7500000","1.0000","0.0000","2"
"R_2xIXWgIt65WqCB5_2","1.3","5.9446667","5.8750000","1.0000","1.0000","0"
"R_3Jw9WNCBWRV66DT_3","1.4","4.3330000","5.0000000","1.0000","1.0000","3"
"R_1OPuFFg74ePvEHb_2","10","4.4697273","5.2500000","0.8182","0.9091","0"
"R_ROAxUwdU6WcMHdf_1","10,000","5.5000000","5.2500000","1.0000","1.0000","5"
"R_3eaFPz1YPhmUqzt_2","10-15","1.0000000","6.0000000","0.0000","1.0000","0"
"R_3oTOlb2UT21kncA_4","10-month-old","5.6670000","5.7500000","1.0000","1.0000","2"
"R_1OPuFFg74ePvEHb_4","100","3.9393636","4.0000000","0.4545","0.5455","0"
