	tokens	ratings
0	researching	5.376434
1	roam	11.557214
2	--	2.9322178
3	either	1.367203
4	lock	1.816617
5	movie	5.1003833
6	protect	17.200895
7	arguments	1.8595676
8	cost	6.993897
9	drown	9.965043
10	ship	6.82955
11	owner	7.3699355
12	voted	3.601141
13	heinous	4.930386
14	schools	7.873428
15	keeping	3.226875
16	suffering	31.71979
17	police	7.5902624
18	deaths	17.198938
19	lena	19.083862
20	provided	10.70754
21	botanical	8.28825
22	half	2.307632
23	democrat	8.22696
24	favors	4.7260146
25	fished	4.1249986
26	brings	11.6127205
27	called	3.9775906
28	usually	2.2124085
29	maximum	9.461639
30	fact	2.6862288
31	far	2.1308823
32	rise	6.847388
33	system	5.5612884
34	nevada	7.480796
35	publicly	4.785532
36	seasons	7.525211
37	mark	8.122641
38	try	3.3301775
39	cooked	2.6991532
40	shelters	15.441183
41	scamming	1.9191442
42	done	6.939099
43	suffer	19.232878
44	species	4.6956964
45	unfortunate	5.998138
46	embraced	9.675892
47	both	5.889511
48	gerhardstein	2.9884377
49	diheartening	2.9884377
50	re	8.849869
51	really	7.0724535
52	free	11.302191
53	shocked	4.4249773
54	islanic	2.9884377
55	responsibility	10.772859
56	death	17.673077
57	sitting	3.8473194
58	guidance	14.252954
59	official	4.080556
60	soul	27.095627
61	impacts	19.24889
62	poles	8.9849615
63	likely	2.6786797
64	randomly	4.429504
65	they	5.84424
66	th	6.339174
67	number	5.9668183
68	wonders	3.253517
69	larger	4.447297
70	describes	9.74967
71	brave	9.707166
72	certainly	2.7061489
73	any	1.9526348
74	u	6.2573204
75	us	13.001627
76	teacher	13.938371
77	highly	3.7712183
78	no	1.9750727
79	18	12.310424
80	crushing	17.365913
81	amount	1.9859186
82	aside	1.6448739
83	memories	20.846466
84	few	4.797448
85	three	6.543057
86	weight	9.643366
87	ll	6.962002
88	sign	4.1018844
89	callous	7.1192727
90	ashamed	4.6256824
91	chaos	8.643812
92	agree	2.4030776
93	turn	5.1558075
94	shreds	4.015742
95	annual	5.1635556
96	figure	1.3328066
97	basic	4.9105124
98	injecting	2.362497
99	to	7.7083244
100	insha	7.309887
101	water	13.588663
102	9	8.672711
103	atlanta	15.188409
104	punished	9.872313
105	heady	3.5442758
106	!!!	2.9884377
107	occurrence	7.9257402
108	rough	17.870409
109	training	6.808302
110	conscientious	12.254525
111	break	7.210968
112	nato	13.965056
113	be	3.1740224
114	goodness	9.535497
115	doubt	1.5003968
116	stuff	2.467248
117	legal	3.17349
118	mexican	3.9861126
119	raising	2.6678462
120	impoverished	15.022998
121	multiple	7.8330827
122	stay	5.837517
123	mediterranean	8.351493
124	deserves	6.2040434
125	liquid	5.4027343
126	causing	6.568213
127	prosecutors	9.801615
128	ground	12.050631
129	prayer	19.67018
130	retaking	4.901202
131	significant	3.7070506
132	every	3.9166946
133	sounds	6.426736
134	barbaric	4.5557747
135	sell	7.1714997
136	period	4.68288
137	friend	14.744989
138	rumors	2.783634
139	triggering	8.053398
140	allied	8.670504
141	senseless	7.8443904
142	local	6.6845303
143	photographer	4.495689
144	breaks	8.123779
145	full	4.7120485
146	name	5.8620048
147	security	3.834418
148	mass	11.418291
149	moldova	13.077295
150	amicalola	2.9884377
151	evaluate	11.959841
152	bit	1.7830982
153	adapt	6.749635
154	leaving	4.815044
155	bottles	11.990761
156	.”	2.9884377
157	will	3.1460152
158	finish	5.9909286
159	nonsense	1.3093737
160	packs	12.367263
161	usual	1.789163
162	over	4.917094
163	two	4.984131
164	seek	13.207787
165	deeds	13.792789
166	reading	6.1873207
167	think	3.2598178
168	habitat	20.821192
169	daily	13.727208
170	understanding	14.858499
171	vessel	13.792728
172	highest	8.609245
173	date	2.2569964
174	rappers	3.982063
175	totally	4.169488
176	pulling	2.7176123
177	pay	3.5596921
178	peace	16.310642
179	through	14.519461
180	on	5.7593207
181	raped	15.4034395
182	abortion	10.788705
183	though	1.7631394
184	buy	7.425634
185	stand	2.5051246
186	torn	12.248355
187	literally	6.060484
188	pippen	12.916165
189	terrorist	3.978334
190	sarah	13.8958645
191	signed	6.281564
192	tragic	16.623533
193	pain	24.838842
194	spaces	14.206272
195	forbid	3.1361206
196	helpless	15.087923
197	before	5.6204615
198	incidents	9.223607
199	tmz	6.1924977
200	ghost	7.856683
201	timeshare	10.932149
202	california	7.235481
203	molested	11.019495
204	decimated	8.650949
205	20	11.019398
206	timeline	3.163879
207	best	5.6683097
208	tell	5.509184
209	size	4.275935
210	behavior	4.342819
