	tokens	ratings
0	sheet	2.973405
1	cats	3.008229
2	hemming	3.0363276
3	definitive	3.0724256
4	referendum	2.9886713
5	stamps	3.1324356
6	most	3.0759082
7	since	2.9587672
8	also	3.1124349
9	bank	3.0227642
10	taxis	3.0011756
11	treaty	2.960407
12	job	3.020366
13	stalk	2.9576542
14	saga	2.9610422
15	dogsled	3.008011
16	principal	3.0146894
17	ensured	3.083375
18	democracy	3.0196066
19	efficacy	3.0284276
20	factories	2.9542477
21	waiting	2.9537122
22	closely	2.986666
23	1960s	2.9652824
24	emphasizes	3.1245482
25	uh	2.9808152
26	times	2.9679317
27	algorithm	3.0716884
28	steal	3.0111957
29	paperwork	2.9986546
30	woman	2.9687762
31	dropping	2.9563305
32	weren	2.9576786
33	three	3.031605
34	chvez	3.0642076
35	driver	2.9821355
36	cci	3.0255365
37	only	3.0144143
38	particular	3.0399365
39	ecosystems	3.107353
40	mechanics	3.049885
41	recent	2.9691963
42	anwar	2.974804
43	medicine	2.9752533
44	host	3.1153378
45	toyoo	3.0642076
46	recognizable	3.0582533
47	treasures	3.1349988
48	barrier	2.960503
49	built	3.054744
50	raggedy	2.9601066
51	red	2.9723232
52	rescues	2.9556563
53	nathan	2.9987888
54	higher	3.073585
55	saw	2.9536464
56	instruction	3.029939
57	singapore	3.0018191
58	reclusive	2.9479947
59	partaking	3.097466
60	could	2.970712
61	curable	2.9706216
62	change	3.089933
63	glad	3.0871272
64	providing	3.1540134
65	moves	2.9700506
66	used	3.0027626
67	equitable	3.1517372
68	say	3.0998201
69	nep	3.011233
70	comparison	2.9897158
71	2002	2.9607418
72	weapons	2.953139
73	asia	2.9686089
74	shouted	2.9548223
75	got	3.0554047
76	unheard	2.9522023
77	artists	3.1139565
78	serves	3.1059535
79	wives	2.9635103
80	narration	3.0182912
81	muslims	2.9682257
82	lines	3.0296912
83	denver	3.037946
84	increased	2.989774
85	beat	3.0019717
86	13	2.9600232
87	264	2.9604397
88	cops	2.968343
89	month	2.979314
90	eagles	3.0038579
91	microsoft	3.0400352
92	cookery	3.0958858
93	child	2.9566715
94	subdivision	3.0113828
95	produces	3.1103332
96	available	3.1075401
97	explosion	2.9474
98	started	2.965427
99	listen	3.115874
100	root	3.0625331
101	inconvenient	2.9504566
102	look	3.1089077
103	happening	2.955247
104	hospital	2.9485536
105	customers	3.168232
106	contributed	2.9720953
