	tokens	ratings
0	undergone	2.8871255
1	pricey	3.1606588
2	most	2.9392493
3	since	2.7944229
4	prizes	4.1406035
5	also	3.773042
6	happens	2.6485574
7	tu	2.9595418
8	bank	2.9702044
9	misinformation	2.6050932
10	89	2.9009628
11	job	2.901382
12	conversely	2.728342
13	lighting	3.0476816
14	efficacy	2.994653
15	waiting	2.976715
16	factories	2.6076052
17	times	2.983529
18	algorithm	2.9855244
19	preferences	3.0564833
20	steal	2.607705
21	judgment	2.6293447
22	woman	2.8563242
23	variations	2.9838946
24	ceramics	3.2940383
25	three	3.1000514
26	lisboa	3.3556361
27	offenders	2.6050932
28	only	2.7095416
29	particular	2.9887974
30	recent	3.0236092
31	carry	2.906405
32	tuned	3.087194
33	toyoo	3.0329533
34	barrier	2.7446697
35	data	2.9031456
36	recognizable	3.0189462
37	built	3.152375
38	red	2.9058688
39	higher	2.976276
40	nathan	2.97365
41	saw	3.1068687
42	fuels	2.9633973
43	enactment	3.0043714
44	could	2.9447637
45	whereas	2.880192
46	change	2.9752328
47	glad	4.447765
48	used	2.7962103
49	zui	2.9294462
50	comparison	2.7921379
51	say	2.7357101
52	doesn	2.605399
53	preserves	4.072063
54	practical	3.2433138
55	2002	2.966467
56	ibrahim	2.6502178
57	labels	2.7737687
58	silent	2.650643
59	damming	2.6050932
60	shouted	2.6050932
61	got	3.2765393
62	serves	3.4486809
63	approach	3.1573758
64	tempted	2.6052492
65	denver	3.0318854
66	increased	2.911161
67	distinct	3.0630348
68	unforget	3.0329533
69	moderate	2.989829
70	13	2.7905414
71	producers	2.7428603
72	heroines	3.5734425
73	month	3.2185497
74	microsoft	2.9128838
75	child	2.6911104
76	available	3.1472783
77	argue	2.616209
78	started	3.0034132
79	fung	3.009861
80	root	2.6576152
81	pure	3.2703764
82	look	3.2695422
83	tower	2.6110644
84	india	2.9709995
85	customers	3.6120467
86	happening	2.6050951
87	rugs	3.2096841
88	special	4.0061088
89	audience	3.4616842
90	♯	2.9775343
91	wondrous	4.7387047
92	findings	3.087153
93	training	3.1315763
94	middle	2.6145182
95	pensive	3.0438685
96	desired	3.0893006
97	justices	2.9850044
98	joked	3.8357534
99	limit	2.790133
100	called	3.0933363
101	library	3.7479525
102	slipped	2.6108809
103	operate	3.0483181
104	hallucinating	2.6050932
105	tool	3.179737
106	opposition	2.6106746
107	presents	3.5962584
108	movement	2.987992
109	vegetables	3.1195164
110	ignored	2.6050932
111	hurt	2.6050932
112	perhaps	2.9771082
113	liffey	3.1800904
114	legation	2.8860326
115	marches	2.645448
116	malleable	2.9712915
117	compensation	2.6057575
118	cabins	3.2489514
119	involves	3.0025415
120	sentence	2.634184
121	smooth	3.91081
122	associated	2.9825115
123	vacation	3.3555837
124	famous	3.5756845
125	sony	2.7955937
126	book	3.8435373
127	gods	3.040075
128	sues	2.6050932
129	prohibiting	2.6984181
130	suit	3.0416396
131	bay	3.3011093
132	head	2.6050932
133	horrible	2.6050932
134	discount	3.1125746
135	barkeep	3.2602873
136	interesting	3.69479
137	borrow	3.0332277
138	britons	2.6054454
139	9	2.9242897
140	outrage	2.6050932
141	exhilarating	4.95844
142	thursday	3.160206
143	bronzes	3.3663137
144	subscription	3.115181
145	6	2.996519
146	chapter	3.4363484
147	revived	2.9832191
148	america	2.7818038
149	abused	2.6050932
150	contract	3.0051987
151	hit	2.6050932
152	departures	2.6459336
153	station	2.7085931
154	coded	2.9463472
155	robot	3.1121109
156	point	2.6288502
157	same	2.9376848
158	your	3.61403
159	tradition	3.3806543
160	potter	3.2381618
161	privileges	2.9446473
162	generous	4.6017475
163	allows	3.711461
164	monday	3.0880594
165	roof	2.9529295
166	off	2.613536
167	caps	2.9697192
168	tiger	3.159382
169	campus	3.2542446
170	sticking	2.791383
171	yellow	2.9688354
172	size	3.0841994
173	money	2.7405305
174	prudent	2.9639573
175	nesting	3.2134755
176	clashes	2.6050932
177	successful	3.998026
178	reasonable	3.0170846
179	massively	2.6050932
180	award	4.372279
181	foragers	3.03786
182	hanlon	3.1002276
183	innovative	4.073247
184	foreshadowed	2.612386
185	fully	2.979204
186	recalled	2.6234584
187	appropriated	2.952475
188	lovers	3.8805747
189	shooting	2.6050932
190	potentially	2.614819
191	ah	3.2216897
192	opinions	2.915545
193	parents	2.622884
194	congressional	2.926767
195	rwanda	3.0571098
196	distributors	2.6935103
197	sky	3.1783237
198	farther	2.7346048
199	become	2.8298745
200	affords	4.2342997
201	track	3.2105033
202	goals	3.3232212
203	hardly	2.6098232
204	1998	2.9482856
205	chances	3.1261294
206	deductible	2.9984875
207	colorlessness	2.6055374
208	membership	3.1593344
209	cruisers	3.1943326
210	hundred	2.7059157
211	building	3.0839384
212	foot	2.733039
213	lieutenant	2.6097746
214	took	3.1643503
215	assembled	3.0752354
216	travel	3.2983596
217	adding	3.4187644
218	night	2.7906709
219	plunged	2.6050932
220	average	2.7201054
221	buried	2.6050932
222	metropolis	2.9409919
223	baby	2.977143
224	support	3.481296
225	costner	3.0329533
226	v	2.81019
227	speeches	3.0955524
228	symbol	3.2015593
229	ash	2.6054666
230	reveal	2.9791558
