	tokens	ratings
0	guilders	2.9633155
1	networking	3.1162987
2	sheet	2.978544
3	referendum	2.9716222
4	01234	3.1106906
5	most	3.0786533
6	since	2.977869
7	lol	3.035685
8	also	3.109518
9	pig	3.0234303
10	bank	3.0202105
11	owes	3.0767646
12	treaty	2.9666793
13	poured	2.9615538
14	job	3.064471
15	stalk	2.965104
16	appreciate	3.1182182
17	celtic	3.0702648
18	optical	3.0598416
19	arrogance	2.9732678
20	efficacy	2.9986765
21	transferred	2.9615924
22	factories	2.965185
23	neuwirth	3.070244
24	waiting	2.965283
25	1960s	2.9658432
26	closely	2.986033
27	numberstreetname	3.070244
28	times	3.0203798
29	um	3.0472245
30	judgment	2.995914
31	woman	2.9978855
32	ceramics	3.0602038
33	felonies	2.9774766
34	forgetful	2.959266
35	weren	2.961804
36	three	3.0373938
37	driver	2.997669
38	cci	3.0233114
39	advisors	3.0995622
40	only	3.0444498
41	pre	3.08082
42	recent	2.9847143
43	butter	3.021869
44	anwar	2.9880226
45	treasures	3.0876427
46	inteview	3.061055
47	singapore	2.991765
48	raggedy	2.9718845
49	red	2.9695675
50	built	3.0742996
51	nathan	2.9714763
52	reclusive	2.957622
53	saw	2.9650989
54	visibility	3.0368464
55	awakened	2.9580026
56	could	3.004041
57	lebo	3.0608842
58	change	3.0847113
59	femininity	3.081576
60	apologize	3.0211473
61	providing	3.1162286
62	tribe	3.014895
63	used	3.0390666
64	worn	2.9631505
65	si	3.030766
66	doesn	3.073379
67	say	3.0983367
68	driven	2.9643452
69	2002	2.965665
70	ibrahim	2.9759521
71	labels	3.106804
72	trashed	2.9679093
73	asia	2.9693055
74	artists	3.0939612
75	brazil	3.0415368
76	got	3.0797427
77	gadget	3.095997
78	denver	2.9713748
79	gleaming	2.9742424
80	increased	2.9868345
81	evolved	3.037207
82	beat	3.0622134
83	13	2.9659078
84	month	3.0304902
85	microsoft	3.0569494
86	paiutes	3.070244
87	child	2.9672053
88	distracts	2.9671633
89	fits	3.1125398
90	listen	3.1138024
91	started	2.9850767
92	indicated	2.9638522
93	look	3.1063979
94	2001	2.9620948
95	tower	2.9609597
96	special	3.1131709
97	eastward	2.958702
98	disaster	2.9596517
99	audience	3.0838628
100	♯	2.9970315
101	training	3.056079
102	limit	3.0946229
103	middle	2.9655125
104	desired	3.0601978
105	federation	3.037125
106	auction	3.0753043
107	called	3.0598476
108	dsm	3.076593
109	slipped	2.957762
110	homes	2.9695733
111	opposition	2.9742289
112	streak	2.979815
113	holy	2.982933
114	movement	2.9718502
115	communities	3.0490851
116	ignored	2.9600887
117	hurt	2.9586635
118	perhaps	2.975462
119	eligible	3.0510392
120	vegetables	3.0442162
121	meringue	2.980997
122	malleable	2.973628
123	smooth	3.0954888
124	sentence	3.0120592
125	printed	3.0965457
126	minded	3.0279806
127	active	3.0548592
128	staying	2.9677804
129	associated	2.9749255
130	holes	2.969725
131	vacation	3.0528138
132	famous	3.0661426
133	gods	3.0033302
134	prohibiting	2.983903
135	suit	3.0855231
136	dining	3.0954394
137	corpulent	2.9603662
138	bay	2.9658756
139	shirt	3.0829613
140	mall	2.965875
141	patrollers	2.9697115
142	head	2.9626696
143	residence	2.963373
144	interesting	3.0899034
145	biggest	3.0774605
146	modernized	3.085242
147	leans	2.9686327
148	wider	3.075708
149	mistrial	2.9611006
150	9	2.9659839
151	venezuela	2.9696262
152	forecasters	2.9949179
153	ashore	2.9614873
154	chapter	3.0664697
155	america	3.0216718
156	sane	3.0126948
157	contract	3.0282335
158	hit	2.9799552
159	vanished	2.9545858
160	helps	3.1164587
161	ubiquitous	3.0069609
162	bottle	3.0782392
163	station	2.9717464
164	working	3.0723076
165	robot	3.0128982
166	content	3.0999665
167	point	3.0323675
168	same	3.0333612
169	your	3.1250796
170	elements	3.0526211
171	wii	3.0741668
172	counsel	3.0461216
173	misinterpretation	2.9645584
174	tgi	2.967819
175	tradition	3.0617757
176	privileges	3.0904655
177	generous	3.1135447
178	wee	3.0496585
179	roof	2.9606612
180	monday	3.031214
181	off	3.0789306
182	harmonically	3.0759258
183	breeze	3.0022247
184	sep	2.9651837
185	tiger	3.006614
186	walled	2.9609306
187	bicycle	3.0785017
188	harrassment	2.9684694
189	countless	3.0350986
190	destroyed	2.9585783
191	distinguish	3.063525
192	dancers	3.0395024
193	money	3.096493
194	subdued	2.9594548
195	successful	3.0920951
196	souvenirs	3.073664
197	award	3.1143038
198	bombs	2.959412
199	courts	3.0609674
200	fully	3.06102
201	santiago	3.0086637
202	shooting	2.9614406
203	restore	3.1031594
204	climate	2.9926844
205	demonstration	3.105916
206	voters	2.9996762
207	ah	2.9863303
208	yelena	3.0425866
209	congressional	3.002108
210	ron	3.0451615
211	planning	3.0100381
212	carriage	2.96121
213	frontier	2.9690957
214	farther	2.9702702
215	sky	2.9605274
216	become	3.0278897
217	track	3.1126854
218	heartbeat	2.9908936
219	refashion	3.110128
220	goals	3.1137064
221	division	2.9864674
222	1998	2.96555
223	launched	3.0013134
224	body	2.9631648
225	membership	3.1050193
226	followers	3.0462503
227	infrastructure	3.0235782
228	regulated	3.0189066
229	hundred	2.975679
230	building	3.0014212
231	took	2.9864566
232	travel	3.041797
