	tokens	ratings
0	arenas	3.0104978
1	sheet	2.871993
2	definitive	2.9544897
3	healthier	4.100089
4	investigated	2.63042
5	since	2.8321033
6	most	2.834674
7	ostensible	2.6148272
8	enduring	3.168519
9	communist	2.6475282
10	also	3.5642014
11	happens	2.6132138
12	unblinkingly	2.6129775
13	bank	2.9575005
14	poured	2.8018708
15	dam	2.6171935
16	1886	3.1898527
17	job	3.0288045
18	lighting	3.0363164
19	appreciate	4.2561054
20	efficacy	3.0235567
21	waiting	3.0946767
22	factories	2.6129775
23	resguardos	3.0395417
24	times	2.9956093
25	steal	2.6140563
26	woman	3.0978622
27	racing	3.0960305
28	three	3.1713443
29	driver	2.7528837
30	only	2.7038412
31	particular	2.972732
32	mourn	2.6129775
33	recent	3.0135934
34	pre	2.981962
35	butter	3.0839086
36	vie	3.3136463
37	carry	2.8926988
38	host	3.8591557
39	recognizable	3.006147
40	data	2.8047602
41	2832	3.1156743
42	medicine	3.0038106
43	built	3.1897519
44	instruction	3.012128
45	red	3.0217123
46	higher	2.9537091
47	raggedy	2.6129775
48	nathan	2.9403443
49	saw	3.1185427
50	dire	2.6129775
51	could	2.9865413
52	change	2.9617376
53	abound	2.7865896
54	moves	2.854756
55	providing	3.6632705
56	used	2.7147205
57	comparison	2.805304
58	say	2.6169734
59	doesn	2.6129775
60	2002	3.0767524
61	labels	2.8015156
62	weapons	2.6129775
63	got	3.336559
64	brazil	3.0789852
65	derferment	3.0395417
66	muslims	2.6129775
67	lines	2.979332
68	gleaming	3.9501038
69	beat	2.7587442
70	13	2.884665
71	upheld	3.2695146
72	scattered	2.6129775
73	regulate	2.8396492
74	month	3.304094
75	mobsters	2.6129775
76	microsoft	2.7318857
77	child	2.6295314
78	ws	2.8778477
79	available	3.2249694
80	started	3.0439
81	listen	3.0672088
82	pure	3.2537801
83	look	3.083213
84	2001	2.9255548
85	india	2.9712048
86	customers	3.6233573
87	hospital	2.6129775
88	special	3.8258348
89	disaster	2.6129775
90	donaldson	3.0133023
91	protectionist	2.6129775
92	♯	2.8827076
93	findings	3.0679877
94	hassan	2.8369756
95	middle	2.6129775
96	fraudulent	2.6129775
97	corporation	2.6384602
98	training	3.1752062
99	auction	3.5437107
100	federation	2.84423
101	called	2.8186967
102	desired	3.149201
103	operate	3.047446
104	advertises	2.9466245
105	opposition	2.6129775
106	homes	2.8615685
107	thematically	2.982276
108	movement	2.9298143
109	communities	3.1196327
110	hurt	2.6129775
111	perhaps	2.9655685
112	ignored	2.6129775
113	resists	2.6208866
114	liffey	3.1158688
115	ethos	3.3097272
116	commonsense	2.8667736
117	malleable	2.9564667
118	smooth	3.5576293
119	direction	2.9954295
120	overcast	2.6261551
121	gritty	2.6668603
122	minded	2.951387
123	associated	2.8718045
124	famous	3.5216403
125	book	3.4784613
126	sony	2.6514292
127	smog	2.6129775
128	patrollers	2.6441453
129	suit	3.089319
130	dining	3.7659361
131	bay	3.1868973
132	enable	3.3173466
133	neared	3.0103202
134	shore	2.9258435
135	queen	3.195296
136	optional	3.1568253
137	head	2.6129775
138	intrigue	3.2733064
139	shirt	3.2510886
140	interesting	3.7189777
141	biggest	2.9280188
142	brand	3.164934
143	nato	2.7006745
144	driest	2.9200847
145	9	2.9875975
146	venezuela	2.9306703
147	temperature	2.9337995
148	thursday	3.243784
149	ashore	2.9511065
150	stranded	2.6129775
151	6	3.1107912
152	shocked	2.6129775
153	america	2.7444444
154	hit	2.6129775
155	vanished	2.6129775
156	helps	4.013385
157	lining	3.082006
158	ballrooms	3.499437
159	knowle	2.9958434
160	bottle	2.878632
161	station	2.9077446
162	working	3.3759477
163	promotion	3.5271003
164	robot	3.242304
165	content	2.9752405
166	point	2.6218066
167	same	3.0224674
168	your	3.5383625
169	elements	3.1936162
170	ip	2.8090558
171	owls	3.41306
172	privileges	3.0082083
173	generous	4.416255
174	allows	3.6335564
175	monday	3.1448789
176	sporting	3.4294145
177	off	2.6236572
178	walled	2.6129775
179	feelings	2.6296597
180	conquistador	3.1285207
181	athens	2.9946327
182	prolonging	2.6129775
183	1977	3.1106958
184	coastline	3.1600604
185	smell	2.8781142
186	favors	3.177266
187	640	3.1500795
188	rely	2.6130683
189	dancers	3.528684
190	money	2.7328155
191	jackass	2.6129775
192	brian	2.9380624
193	evans	3.0246005
194	successful	3.9599895
195	reasonable	3.0055559
196	award	4.2622566
197	reply	2.9742131
198	foragers	3.0293179
199	incongruities	2.8009472
200	courts	2.6454077
201	fully	3.0405736
202	recalled	2.7389297
203	fostering	3.8780289
204	climate	2.7806818
205	retrieved	3.0031805
206	voters	2.6667852
207	planning	2.9429898
208	congressional	2.92856
209	parents	2.6161666
210	contra	2.9688878
211	editions	3.2795887
212	sky	3.0130172
213	farther	2.6717746
214	remarkable	4.286213
215	frontier	3.1023822
216	become	2.909071
217	track	3.1459575
218	repress	2.6139169
219	roller	3.1185246
220	goals	3.4623158
221	division	2.726945
222	1998	3.0634604
223	hardly	2.6129775
224	body	2.6269882
225	colorlessness	2.6129775
226	membership	3.2165565
227	clubbing	2.6129775
228	scratched	2.6129775
229	istanbul	3.2324443
230	hundred	2.750026
231	foot	2.7716804
232	building	3.0899086
233	took	3.1881342
234	adding	3.3322349
235	strongly	3.0177515
236	night	2.871057
237	plo	2.6239483
238	loans	2.9624584
239	southern	2.9256926
240	assistant	3.4964871
241	support	3.435396
242	baby	2.8420289
243	yrs	3.0141158
244	v	2.935686
245	reveal	2.9445267
246	dublin	3.0104554
247	nodded	3.3829145
248	welcomes	4.954359
249	assumption	2.6752489
250	stephanie	3.3631964
251	concern	2.6129775
252	peak	3.1449661
253	pulled	2.7318363
254	weld	2.6759176
255	whale	2.8450193
256	obligation	3.0400639
257	cgi	2.754049
258	hk	3.0551383
259	harmonic	3.3256059
260	merkel	2.6129775
261	simplicity	4.01058
262	controversial	2.6458719
263	houses	2.8863618
264	gold	3.4020972
265	ray	3.0386004
266	somalia	2.6129775
267	relevant	2.994607
268	motorized	2.9924297
269	icon	3.1549754
270	whalen	2.9492419
271	nov	3.0223467
272	caused	2.6129775
273	didn	2.6129775
274	seventy	3.0742202
275	audio	3.136427
276	then	2.7641761
277	trade	3.0402756
278	130	3.0382068
279	soft	3.2467709
280	accepting	3.2816656
281	tasks	3.0894375
282	different	3.027091
283	fat	2.6129775
284	plato	3.0651536
285	photo	3.3706853
286	500	3.1126714
287	free	3.412102
288	lethal	2.6129775
289	68	3.0470562
290	customs	2.9855852
291	detail	2.9923267
292	/	2.935452
293	furnishings	3.0484803
294	this	3.0093265
295	mountainous	2.639284
296	west	2.6996288
297	bad	2.6129775
298	luring	2.6129775
299	toward	3.0676398
300	election	2.622185
301	promenade	3.7677584
302	hats	3.3368952
303	surviving	2.6129775
304	critics	2.6129775
305	distance	2.9712148
306	camden	3.0679839
307	lot	3.1598918
308	profit	2.9003434
