	tokens	ratings
0	quants	3.0221007
1	arenas	3.252369
2	bearing	2.954004
3	islamic	3.1988223
4	most	3.1285224
5	since	2.8988557
6	phosphorous	3.0633042
7	enduring	3.1329756
8	pluto	3.283329
9	remedy	2.967174
10	also	3.0104508
11	happens	3.2423708
12	bank	2.8920138
13	owes	3.0561945
14	dam	3.1004186
15	summertime	3.1785674
16	stamford	2.885786
17	job	3.1158988
18	a380	3.083142
19	89	2.8935218
20	stalk	3.374985
21	principal	2.8834171
22	emi	2.9823823
23	foraging	2.9006205
24	optical	2.8922203
25	efficacy	2.9171298
26	waiting	3.311936
27	closely	2.9095354
28	times	3.0551615
29	cosmos	3.1446283
30	algorithm	2.8810453
31	lowellville	2.9949117
32	judgment	2.9580445
33	insensibility	3.3260307
34	woman	3.2909389
35	acceptance	2.9847617
36	weren	3.2016103
37	three	2.9621384
38	dvd	3.3644042
39	only	2.976912
40	particular	2.8930838
41	pre	2.8957012
42	medicine	2.9936953
43	carry	3.057916
44	data	2.8928678
45	treasures	3.4303737
46	singapore	3.0719473
47	built	2.9868922
48	red	3.108485
49	raggedy	3.0428782
50	nathan	2.9446428
51	higher	3.0662715
52	saw	3.3926847
53	fuels	3.2370877
54	hillock	2.9172857
55	ann	2.99821
56	could	3.1410496
57	whereas	2.8886063
58	unite	3.319549
59	glad	3.5587463
60	providing	3.0087183
61	evidenced	2.9602602
62	used	2.899186
63	moves	3.0997481
64	soothe	3.0724688
65	doesn	3.0635836
66	say	3.3982625
67	practical	2.9105878
68	labels	2.884724
69	silent	3.0659146
70	asia	3.1374354
71	artists	3.0538528
72	got	3.4317424
73	shouted	4.1650515
74	serves	2.9603798
75	approach	2.8951685
76	lines	2.9209898
77	populous	3.1234484
78	increased	3.249964
79	angeles	3.0044959
80	malfunctioned	3.060216
81	couples	3.055942
82	distinct	2.8951225
83	13	2.8865018
84	beat	3.5323875
85	scattered	2.9818046
86	upheld	3.0468056
87	evolved	2.9621923
88	beck	3.0504572
89	month	3.2195077
90	microsoft	3.0991855
91	child	3.156528
92	available	2.9173977
93	started	3.2713113
94	dimmer	2.8957973
95	pure	3.238601
96	look	3.1836083
97	2001	2.881351
98	india	3.1261804
99	aide	2.9674985
100	tower	3.148408
101	happening	3.3627133
102	ba	2.9729626
103	special	3.12492
104	exogamy	2.9274852
105	audience	3.194319
106	discussing	2.925758
107	findings	2.8967383
108	training	2.996691
109	limit	3.0320897
110	handmade	3.1044858
111	associate	2.8924758
112	auction	2.967534
113	federation	2.9350295
114	called	2.9972413
115	homes	3.0887573
116	tool	3.1203945
117	opposition	3.165038
118	presents	3.0889719
119	movement	2.9299
120	communities	3.0118153
121	hurt	3.3825424
122	perhaps	2.9284503
123	55	2.9137313
124	metric	2.893685
125	smooth	3.0850532
126	woozy	3.0310261
127	sentence	3.1650558
128	organic	2.9675472
129	active	2.9453335
130	badly	3.0845723
131	vacation	3.2084482
132	holes	3.099739
133	tamping	2.9374566
134	famous	3.076438
135	similar	2.8978834
136	sony	3.1566682
137	bertholle	2.9949117
138	sues	3.3065977
139	book	3.1618302
140	inspected	2.8934207
141	dining	2.94504
142	bay	3.0070312
143	mall	3.1410608
144	suit	2.959268
145	dynamite	3.7327428
146	queen	3.133524
147	enable	2.9569998
148	head	3.1413271
149	horrible	3.7030008
150	interesting	3.124776
151	biggest	3.456805
152	38	2.8941703
153	nato	3.3165781
154	9	2.9045959
155	temperature	2.881688
156	6	2.8944411
157	america	3.1897888
158	987	2.9155116
159	722	2.88014
160	hit	3.5010054
161	vanished	3.0562885
162	empirio	2.9949117
163	broader	2.920189
164	lining	3.053421
165	bottle	3.1764998
166	unleash	4.1000953
167	promotion	3.0999725
168	working	2.9574852
169	uneven	3.0426376
170	pounds	3.4657938
171	robot	3.1887536
172	conferences	2.9001477
173	point	3.0188127
174	same	2.9658725
175	your	3.3940747
176	elements	2.9245508
177	scores	3.0810914
178	content	2.959255
179	vehicles	2.9958658
180	supreme	3.3043728
181	"""?"	2.9949117
182	privileges	2.9861135
183	monday	3.0639813
184	soviet	3.1021943
185	off	3.3366756
186	breeze	3.1751528
187	walled	3.1463664
188	feelings	2.9730034
189	campus	3.0458512
190	bicycle	2.9450872
191	countless	3.5028567
192	folk	2.998371
193	danger	3.3927627
194	brewers	2.9700718
195	dancers	3.1836429
196	money	3.232914
197	cleopatra	3.0415144
198	evans	2.8863993
199	clashes	3.1642601
200	souvenirs	3.2085507
201	successful	3.0445917
202	bombs	3.5510848
203	award	3.0516815
204	foragers	2.905683
205	reply	2.8940852
206	hanlon	2.8821058
207	fully	3.0179422
208	recalled	2.8920362
209	shooting	3.2092628
210	swarms	3.3878613
211	climate	2.913228
212	voters	2.9926755
213	ah	3.3546858
214	parents	3.228507
215	impossibly	3.3949454
216	carriage	2.9082267
217	remarkable	3.3438172
218	become	3.0938406
219	track	3.0003326
220	division	2.8919306
221	hardly	3.0850644
222	tenuous	2.9974499
223	body	3.1201248
224	membership	3.0299711
225	hundred	3.2218943
226	building	3.054422
227	foot	3.0593045
228	lieutenant	2.9144619
229	took	3.1044807
230	teenagers	3.3752964
231	travel	3.0330846
232	playgrounds	3.2098358
233	adding	3.0580716
234	night	3.179728
235	4th	3.215083
236	presented	2.9095955
237	average	3.02078
238	ringer	2.9880009
239	loans	2.9499931
240	southern	2.9796147
241	assistant	2.8947654
242	support	3.1497996
243	baby	3.5192306
244	v	2.962304
245	straps	3.0799584
246	symbol	2.9421067
247	popularity	3.1942925
248	reputation	3.112502
249	rugby	3.124182
250	tote	3.0287552
251	dublin	2.9875097
252	nodded	2.9893477
253	retail	2.9126594
254	concern	2.9005334
