	tokens	ratings
0	sicko	21.84501
1	halloween	12.101948
2	belong	3.3548229
3	untimely	10.067075
4	--	6.1656084
5	either	1.7259306
6	longest	6.4447536
7	abused	31.626972
8	movie	3.7979708
9	sanctions	7.2283173
10	protect	11.815008
11	cost	7.61728
12	insulted	16.795496
13	schools	9.569545
14	keeping	2.6827128
15	toughest	11.496947
16	plate	4.6383514
17	sacrifice	8.411084
18	suffering	31.535027
19	police	12.619684
20	deaths	26.466806
21	melted	18.14211
22	reaction	6.5453014
23	provided	5.0665026
24	half	6.398389
25	contamination	13.486032
26	4	12.166784
27	brings	10.225061
28	called	5.4373865
29	deliver	9.853769
30	usually	2.335773
31	compares	6.792836
32	encounter	6.4887524
33	egoist	6.339552
34	information	5.6417217
35	assaulted	36.526447
36	website	5.852028
37	fact	4.7489862
38	elevators	10.230988
39	far	3.477013
40	deppression	7.3715277
41	rise	6.833413
42	system	5.5896683
43	churn	17.644535
44	try	3.545126
45	done	9.191556
46	suffer	20.580086
47	persistently	13.331535
48	products	9.9681015
49	cruiser	8.200232
50	species	8.264441
51	dumping	12.651383
52	propaganda	10.701196
53	unfortunate	11.375083
54	mine	5.953102
55	killers	21.298199
56	allegedly	12.656194
57	both	3.0308566
58	re	6.131177
59	really	6.1100616
60	helps	4.573536
61	complications	2.2761302
62	death	15.158531
63	carraway	8.934838
64	official	6.288452
65	guidance	7.403775
66	inducing	7.861656
67	looting	8.505351
68	protection	6.36827
69	shameful	22.416088
70	forewarned	5.507078
71	likely	2.4015765
72	creeped	19.78516
73	they	5.5994473
74	larger	7.3228674
75	number	13.6871195
76	spite	8.164882
77	certainly	2.9572847
78	any	3.0672345
79	u	2.290474
80	somebody	5.9950304
81	us	12.155405
82	"""."	3.338814
83	poorly	4.5397243
84	no	4.9167404
85	beyond	5.7829075
86	disorders	10.296187
87	amount	6.218685
88	(£	3.338814
89	doubled	17.767874
90	lenses	3.19286
91	2nd	6.1012316
92	three	12.331288
93	few	3.213504
94	ll	4.803751
95	sign	14.91934
96	agree	3.8115175
97	stolen	5.4529953
98	hide	3.5144336
99	counts	11.330034
100	bolivia	12.089516
101	turn	13.73408
102	main	3.0521107
103	attacking	11.623922
104	chalking	13.3422165
105	figure	2.7095208
106	basic	2.4954123
107	bodyguards	3.6948647
108	to	6.3638086
109	teixeira	17.169636
110	water	13.655697
111	9	11.641112
112	punished	20.240341
113	anyways	1.6459708
114	occurrence	9.548559
115	break	6.6577473
116	be	4.8858986
117	doubt	3.0336542
118	invite	10.855744
119	stuff	1.8190097
120	multiple	12.69877
121	holder	3.4514573
122	stay	2.4622414
123	progression	7.310526
124	asking	4.9795237
125	underlying	4.47148
126	china	3.341017
127	deserves	10.910516
128	causing	9.699204
129	sanctioned	12.309426
130	ground	8.681472
131	arizona	9.963908
132	neocons	4.0724664
133	jong	6.902752
134	every	12.966843
135	significant	4.47479
136	sounds	4.5824213
137	market	4.2032175
138	panicking	6.197279
139	sell	5.7664623
140	friend	15.513984
141	warnings	7.0505447
142	remakes	2.066378
143	nazi	10.229048
144	local	4.5121393
145	full	6.460123
146	name	5.602112
147	organizations	4.965704
148	security	7.30338
149	bunch	1.8199819
150	mass	9.8921995
151	suicides	25.618727
152	chances	5.94219
153	bit	2.79064
154	birds	15.638253
155	happiness	13.840841
156	intruders	10.31721
157	mindset	7.355152
158	leaving	5.532851
159	known	4.4965677
160	will	4.1870937
161	nonsense	2.7510607
162	usual	3.231859
163	upcoming	3.910388
164	hiv	2.3490608
165	over	10.487812
166	two	7.773941
167	original	1.642952
168	burmese	5.272517
169	reading	8.210367
170	think	3.4380682
171	insignificant	5.1457376
172	australia	5.6096144
173	totally	9.594371
174	coffee	6.0508585
175	pulling	6.5481167
176	theocracy	4.8809624
177	hated	10.03994
178	chunky	10.661808
179	peace	11.666382
180	pay	4.560527
181	through	10.704261
182	humanitarian	9.5486765
183	born	6.2784986
184	on	3.2717927
185	developing	9.083574
186	though	1.6358577
187	buy	11.628351
188	stand	6.71817
189	indicted	16.940575
190	literally	19.322376
191	imply	5.679653
192	roadblock	11.297959
193	terrorist	17.107344
194	precisely	5.7620687
195	thehri	3.338814
196	bailout	7.740179
197	inspection	16.760708
198	tragic	21.091969
199	insinuations	11.070083
200	pain	15.405847
201	risks	10.690718
202	habitats	19.052578
203	ownership	3.8402538
204	pumping	7.645069
205	scourge	15.059437
206	helpless	30.275763
207	before	5.3160286
208	incidents	13.511898
209	valued	5.301281
210	terribly	9.829935
211	itll	1.8753885
212	best	4.666028
213	tell	3.8004572
214	size	10.237275
215	behavior	10.895353
216	murderers	27.087687
217	activity	10.227792
218	cought	5.1046467
219	partner	12.968132
220	prepared	2.2937672
221	did	6.8778152
222	sit	4.4023247
223	concerned	4.4479976
224	well	2.3440852
225	ever	4.895274
226	fire	10.110727
227	want	6.4819336
228	off	5.7640734
229	created	8.486572
230	nations	12.430403
231	!	14.91293
232	earth	13.602999
233	subjected	26.182098
234	cooperative	4.9703045
235	crackdown	9.88089
236	supporter	13.797242
237	goals	9.0111685
238	corps	2.961502
239	stop	16.435122
240	fate	9.766285
241	poverty	20.60024
242	extreme	10.520287
243	via	5.398534
244	quicker	5.14511
245	leading	10.705483
246	holds	4.042086
247	produce	5.9981594
248	hand	4.3337946
249	showing	8.535924
250	advanced	7.8375406
251	move	5.7084875
252	interview	4.8577576
253	politicians	5.1385965
254	who	6.537016
255	reasons	3.3765213
256	affected	4.2127533
257	blames	14.392786
258	mining	12.61597
259	involvement	7.3843985
260	dont	2.126634
261	victim	15.499417
262	returned	6.4036694
263	immersed	8.666704
264	murdering	34.420364
265	deserve	16.06011
266	hopefully	3.1301017
267	complete	8.741037
268	someone	6.438012
269	god	9.943354
270	countless	12.687773
271	older	4.290516
272	elementary	15.174982
273	resources	15.214395
274	reported	6.6968136
275	place	2.7590382
276	computer	3.4788735
277	hateful	24.641136
278	considered	5.652956
279	reducing	16.998234
280	sand	12.629701
281	tax	2.675588
282	sympathy	16.743822
283	inmates	16.705887
284	depression	6.934634
285	unsubstantiated	11.680972
286	took	11.588369
287	cholera	12.058556
288	regulations	4.188428
289	pennsylvania	20.782986
290	takes	7.5665236
291	mentally	20.157715
292	report	18.773703
293	immediate	8.058445
294	stupid	3.6250343
295	catch	3.0937812
296	usa	4.9296026
297	thinking	6.1051025
298	adding	14.3349695
299	plague	7.609473
300	effects	9.288773
301	cannot	11.939437
302	bringing	10.102546
303	write	3.0408335
304	hiding	2.6284156
305	responding	6.263382
306	savings	20.308016
307	video	14.585045
308	election	8.675667
309	eaters	6.4020014
310	participate	7.1144314
311	look	8.578579
312	relaxed	2.7562103
313	reports	13.909668
314	hope	3.9916458
315	physically	17.269619
316	train	12.087024
317	international	10.765194
318	reckless	19.472849
319	medically	15.54527
320	vindicated	11.946249
321	jenner	7.7848835
322	fooled	4.2740736
323	amusement	4.093417
324	accept	5.7171965
325	anything	1.9335953
326	humanity	17.662804
327	breeding	10.759368
328	vomit	11.686539
329	pretend	2.3519328
330	nutrients	14.944855
331	round	9.204013
332	misfortune	14.2803
333	maybe	1.8613354
334	history	4.16977
335	running	4.6072636
336	week	9.681209
337	flee	13.952038
338	popular	4.0362124
339	backwards	9.623346
340	fail	3.3345222
341	bear	22.936447
342	simpsons	3.5441535
343	disloyal	17.382902
344	states	8.402451
345	ramblings	3.7469566
346	college	3.8303177
347	treated	7.0972843
348	ridden	5.614173
349	raises	4.1162004
350	wider	8.724203
351	sexually	12.998036
352	direct	8.847118
353	lebron	14.184364
354	how	8.941109
355	obligation	12.434404
356	corrected	4.569069
357	land	4.9645205
358	jobs	5.772229
359	lawsuit	2.9105027
360	foods	8.956523
361	entered	9.216783
362	answers	2.538822
363	also	4.528037
364	ostriches	2.7925942
365	stealing	7.436878
366	passage	7.6511774
367	doherty	18.767263
368	parts	3.3314953
369	braves	17.546902
370	t	7.305032
371	disasters	2.305884
372	celebrities	2.687219
373	thousands	18.908766
374	anger	17.871668
375	melt	13.311363
376	torture	30.275713
377	sicknesses	21.880182
378	,”	3.338814
379	trailer	5.2884502
380	nowadays	2.489307
381	fuel	9.630189
382	person	6.8343096
383	celebrating	10.428086
384	soon	3.450912
385	powerful	13.173274
386	troops	16.823437
387	rights	7.7941694
388	semen	4.0549765
389	point	2.9941895
390	afghanistan	14.236341
391	problem	1.888156
392	freedom	5.3999557
393	mostly	2.028211
394	message	10.098137
395	upset	12.325668
396	skito	3.338814
397	negative	12.716329
398	arabia	6.2272873
399	automatically	5.697463
400	haven	6.8132944
401	sexual	9.0002
402	unstable	8.903365
403	everyone	3.5165446
404	glaring	14.728215
405	biggest	7.085327
406	regions	8.206471
407	new	10.292003
408	warm	5.705595
