	tokens	ratings
0	researching	3.3589983
1	roam	5.7724686
2	--	3.6040888
3	either	1.1456554
4	lock	2.3352616
5	movie	2.7922623
6	protect	14.050025
7	arguments	2.1413944
8	cost	4.92783
9	drown	9.237794
10	ship	6.6733136
11	owner	4.68328
12	voted	8.8759
13	heinous	26.023064
14	schools	5.452422
15	keeping	1.7994251
16	suffering	34.436745
17	police	13.490848
18	deaths	26.419083
19	lena	8.193022
20	provided	5.3005214
21	botanical	11.229833
22	half	4.6337147
23	democrat	7.5953317
24	favors	5.5369353
25	fished	2.5146282
26	brings	10.157621
27	called	8.136324
28	usually	0.47738847
29	maximum	12.003193
30	fact	4.4635916
31	far	2.3168206
32	rise	5.2288265
33	system	4.166367
34	nevada	5.226285
35	publicly	6.2126474
36	seasons	8.243989
37	mark	4.847257
38	try	4.575387
39	cooked	2.9811242
40	shelters	17.308025
41	scamming	7.943684
42	done	7.110912
43	suffer	22.171312
44	species	6.105361
45	unfortunate	10.521853
46	embraced	12.869907
47	both	3.2760317
48	gerhardstein	3.3103802
49	diheartening	3.3103802
50	re	2.746208
51	really	2.8349047
52	free	5.766017
53	shocked	14.618232
54	islanic	3.3103802
55	responsibility	16.17751
56	death	19.313349
57	sitting	6.1171517
58	guidance	5.5660644
59	official	6.8207216
60	soul	11.608193
61	impacts	18.997948
62	poles	12.244615
63	likely	0.9636
64	randomly	6.6146827
65	they	4.7984757
66	th	6.3299594
67	number	9.154097
68	wonders	4.4570727
69	larger	4.9640145
70	describes	8.079679
71	brave	9.16751
72	certainly	0.8402933
73	any	2.8588848
74	u	2.455818
75	us	11.6487465
76	teacher	18.485102
77	highly	4.3376784
78	no	1.9866736
79	18	14.651638
80	crushing	21.181774
81	amount	3.6600747
82	aside	1.841424
83	memories	4.136842
84	few	2.0857055
85	three	8.708935
86	weight	2.793717
87	ll	2.6061735
88	sign	17.2835
89	callous	24.871576
90	ashamed	15.255088
91	chaos	13.605965
92	agree	2.9765017
93	turn	12.910897
94	shreds	4.6680875
95	annual	10.028304
96	figure	1.3064904
97	basic	3.29167
98	injecting	3.2842875
99	to	7.7573857
100	insha	5.215355
101	water	10.688906
102	9	10.770913
103	atlanta	10.499741
104	punished	25.329771
105	heady	2.017622
106	!!!	3.3103802
107	occurrence	9.685766
108	rough	11.914284
109	training	5.254296
110	conscientious	11.862876
111	break	8.175272
112	nato	19.393661
113	be	3.3974102
114	goodness	14.2924795
115	doubt	0.97708786
116	stuff	1.0612761
117	legal	1.8478448
118	mexican	7.1977353
119	raising	2.9065082
120	impoverished	13.9285145
121	multiple	13.606386
122	stay	2.3281736
123	mediterranean	6.327275
124	deserves	8.921656
125	liquid	2.928879
126	causing	10.752904
127	prosecutors	19.719746
128	ground	6.4173326
129	prayer	12.826933
130	retaking	5.952052
131	significant	3.1105201
132	every	10.492403
133	sounds	1.8696153
134	barbaric	24.992098
135	sell	5.961695
136	period	4.447995
137	friend	17.552437
138	rumors	0.92451394
139	triggering	9.891989
140	allied	7.910987
141	senseless	21.960794
142	local	2.5184379
143	photographer	6.2060027
144	breaks	5.568608
145	full	5.5615745
146	name	3.7325854
147	security	7.214237
148	mass	10.266088
149	moldova	7.4159646
150	amicalola	3.3103802
151	evaluate	19.620693
152	bit	0.7631461
153	adapt	5.963823
154	leaving	4.9872403
155	bottles	9.763941
156	.”	3.3103802
157	will	3.7167954
158	finish	5.255394
159	nonsense	0.70913947
160	packs	7.509311
161	usual	1.5144048
162	over	8.601308
163	two	5.9759507
164	seek	13.284968
165	deeds	8.401407
166	reading	4.6614923
167	think	1.752228
168	habitat	10.985774
169	daily	16.72702
170	understanding	8.859507
171	vessel	11.335713
172	highest	11.0780325
173	date	1.180754
174	rappers	3.2031348
175	totally	5.041411
176	pulling	6.0611243
177	pay	5.8687506
178	peace	17.459482
179	through	12.234468
180	on	3.2975748
181	raped	35.067184
182	abortion	15.748451
183	though	0.53100467
184	buy	10.69064
185	stand	6.2139063
186	torn	7.8725924
187	literally	14.87657
188	pippen	6.3764343
189	terrorist	13.927345
190	sarah	12.2402935
191	signed	14.156604
192	tragic	19.71095
193	pain	18.624332
194	spaces	17.508135
195	forbid	11.478224
196	helpless	26.239372
197	before	4.3119125
198	incidents	14.433142
199	tmz	5.610001
200	ghost	10.885255
201	timeshare	10.260366
202	california	6.2021
203	molested	25.03721
204	decimated	11.102104
205	20	9.891027
206	timeline	5.2586107
207	best	6.333325
208	tell	7.0377913
209	size	8.447488
210	behavior	10.839061
211	meaning	5.8429174
212	prepared	2.3227081
213	jungle	8.602822
214	followers	12.347167
215	did	4.5870314
216	tragedies	16.938684
217	sit	5.303759
218	leaches	3.5202062
219	concerned	3.816894
220	well	1.210241
221	”	10.695983
222	ever	3.5942204
223	fire	7.8024826
224	punish	28.794825
225	want	6.3036885
226	off	4.844179
227	earth	14.356061
228	!	12.533546
229	nations	13.910979
230	symbols	17.400616
231	informing	7.278321
232	thailand	5.523176
233	vile	15.744668
234	stop	18.466465
235	fate	9.937252
236	poverty	17.03941
237	unknown	3.4289846
238	brazil	23.16845
239	showing	9.056061
240	hand	4.1034703
241	move	8.3643265
242	who	7.162913
243	reasons	2.8533883
244	verna	15.879481
245	victim	17.478857
246	veil	4.586824
247	votes	9.300616
248	deserve	15.7437105
249	hopefully	1.7097793
250	someone	5.905417
251	hurt	22.292732
252	god	12.752704
253	7	7.8614817
254	older	2.4720705
255	countless	10.381676
256	elementary	14.665703
257	resources	13.772126
258	somthing	2.611571
259	relationships	4.783209
260	place	4.1099877
261	computer	2.829321
262	tension	6.429709
263	considered	6.3048863
264	miners	16.711866
265	villages	10.399488
266	tax	1.8651395
267	hen	3.0587766
268	bliss	8.943651
269	expecting	4.9385996
270	relates	2.5596087
271	sympathy	14.455281
272	depression	8.062336
273	respectful	4.7685933
274	took	12.776264
275	resident	6.0947347
276	cholera	12.947051
277	delivered	6.918091
278	ideology	4.6181927
279	immunized	4.3658185
280	injury	7.26652
281	bombed	16.522493
282	allegations	15.884459
283	result	7.3080173
284	takes	6.3320193
285	mentally	13.592161
286	report	19.210266
287	lying	8.796092
288	catch	1.8246155
289	effects	7.4020605
290	stupid	3.1478288
291	thinking	5.3028927
292	efficient	5.9095354
293	cannot	12.964836
294	smokey	2.311151
295	decomposition	12.885056
296	","""	3.3103802
297	election	8.165732
298	video	21.041899
299	ripped	12.299291
300	safely	11.422537
301	look	8.386033
302	wrenching	8.142409
