	tokens	ratings
0	guilders	2.9748917
1	sheet	3.0088153
2	prepares	3.092659
3	intervening	2.973634
4	pricey	3.0460064
5	stamps	3.0885334
6	since	2.9774792
7	most	3.0652628
8	prizes	3.1107185
9	also	3.0963078
10	joey	3.051612
11	bank	3.0576026
12	adopting	3.065899
13	exclusively	3.0678482
14	89	2.98339
15	trusted	3.0565677
16	job	3.042885
17	endorsed	3.0951893
18	sammy	3.1064339
19	democracy	3.0461066
20	foraging	3.106796
21	folks	3.1085823
22	partially	2.9729497
23	waiting	2.9786415
24	closely	3.033514
25	times	2.98529
26	um	3.000973
27	algorithm	3.0565717
28	subsided	2.9717093
29	judgment	2.990098
30	hungarian	3.0098689
31	unnecessarily	2.973944
32	woman	3.006655
33	mediocrity	2.9907477
34	acceptance	3.01903
35	racing	3.0504756
36	three	3.0566113
37	driver	2.99929
38	only	3.0016708
39	ecosystems	3.0793104
40	particular	3.026392
41	recent	2.986457
42	butter	3.0183825
43	medicine	3.0009933
44	host	3.10768
45	carry	3.1039653
46	built	3.065855
47	raggedy	2.9848688
48	red	2.9885385
49	higher	3.0639782
50	nathan	2.984609
51	saw	2.9748144
52	could	2.9819255
53	change	3.0837786
54	bylichkas	3.063295
55	glad	3.0713208
56	providing	3.1148505
57	moves	3.0154984
58	used	3.0052
59	evidenced	2.9881716
60	si	2.996666
61	doesn	3.05693
62	say	3.0727224
63	comparison	3.0177994
64	2002	2.9767585
65	ibrahim	2.9906373
66	labels	3.0821133
67	weapons	2.9833302
68	lane	2.9918354
69	asia	2.9885526
70	shouted	2.9961665
71	got	3.0637534
72	participation	3.0848172
73	understated	3.0244913
74	approach	3.0833504
75	lines	3.0323746
76	distinct	3.0561285
77	gained	3.033839
78	rhythmic	3.0388873
79	13	2.9788165
80	bryant	2.9821026
81	transitory	2.9733515
82	yau	3.0121722
83	month	3.0164316
84	microsoft	3.0388331
85	child	2.9776084
86	available	3.064627
87	explosion	2.9725595
88	started	2.9871144
89	pure	3.0810006
90	look	3.107103
91	tower	2.9762254
92	2001	2.9745977
93	contributed	2.9842122
94	special	3.1093812
95	disaster	2.9727235
96	protectionist	3.010318
97	♯	3.0245335
98	library	3.12156
99	earners	3.0368967
100	middle	2.9769378
101	auction	3.083182
102	federation	3.0509427
103	called	3.03704
104	slipped	2.972074
105	opposition	3.0269437
106	streak	3.0190527
107	presents	3.0681927
108	movement	3.021967
109	vegetables	3.0858712
110	ignored	2.9727924
111	hurt	2.9721959
112	perhaps	2.9786177
113	communities	3.0714142
114	55	2.9957685
115	liffey	3.0144367
116	catcher	3.0930572
117	smooth	3.0948365
118	involves	3.0418527
119	direction	3.034319
120	sentence	2.9826117
121	organic	3.0969942
122	paying	3.0356503
123	staying	3.0045002
124	minded	3.051412
125	vacation	3.0199203
126	associated	3.0160785
127	tooth	2.9946952
128	famous	3.0778596
129	book	3.1074283
130	similar	3.0049906
131	34	2.9796185
132	sony	3.0557725
133	patrollers	3.0119812
134	suit	3.0749683
135	pros	3.1189542
136	enable	3.1060915
137	shirt	3.0797029
138	bay	3.000636
139	mo	2.9962237
140	performs	3.088256
141	queen	3.0511353
142	head	2.9947457
143	infection	2.9729793
144	interesting	3.0639806
145	biggest	3.0857246
146	38	2.9784129
147	nato	3.0611072
148	brand	3.105298
149	skeleton	2.9833124
150	9	2.978821
151	outrage	2.973421
152	chopping	3.0785837
153	subscription	3.0726237
154	6	2.9949777
155	america	3.0444431
156	hit	2.9942238
157	helps	3.1107457
158	lining	3.038421
159	bottle	3.0975044
160	sinatra	3.1204202
161	station	2.9836667
162	working	3.0612302
163	jia	2.9966733
164	robot	3.0485702
165	kearny	2.9737177
