	tokens	ratings
0	repercussions	5.5916576
1	unattractive	4.493149
2	rape	14.4543085
3	bizarre	1.6423594
4	--	2.8276663
5	either	1.8251269
6	graffitti	8.726209
7	millions	13.435733
8	protect	16.07378
9	joint	2.189404
10	brim	8.607269
11	ship	14.497235
12	owner	7.6108723
13	scotus	9.601252
14	sphere	8.874412
15	voted	5.9019175
16	schools	11.858666
17	keeping	4.4335823
18	suffering	32.186348
19	police	9.928001
20	deaths	16.462727
21	detriment	5.5147905
22	revenge	13.648789
23	brings	9.687144
24	wasnt	6.6824765
25	involves	5.4549627
26	outcome	3.3317022
27	called	6.4360948
28	usually	4.7174735
29	maximum	12.457216
30	cage	10.097738
31	outlaw	2.3419795
32	paquita	3.5716076
33	encounter	12.198094
34	information	15.108876
35	procedure	7.1898766
36	fucker	2.8553429
37	fact	2.4792023
38	underline	12.965566
39	far	5.0283957
40	rise	7.918449
41	system	8.995336
42	huh	2.5332327
43	deportation	12.777804
44	foul	4.899968
45	homophobic	6.813219
46	try	3.285153
47	mark	9.108153
48	omg	11.591975
49	desserted	14.4075775
50	powder	8.441355
51	done	8.616536
52	products	10.580707
53	species	6.8083377
54	promise	5.297798
55	unfortunate	6.137643
56	pizza	8.524293
57	killers	10.7233095
58	etc	9.937572
59	both	5.5852456
60	advise	5.986205
61	defend	5.3240585
62	someday	6.5779214
63	re	9.917349
64	really	9.336096
65	lasers	17.377157
66	13	16.15306
67	free	10.30489
68	tech	3.9430542
69	responsibility	10.622447
70	altruistic	9.876374
71	helps	9.702344
72	death	20.380375
73	expectations	7.772625
74	soul	30.342728
75	midst	9.812011
76	protection	14.452863
77	alito	13.104848
78	likely	4.523345
79	they	7.253067
80	number	8.690228
81	certainly	2.9012942
82	flint	10.138263
83	any	2.1765733
84	u	7.9740605
85	somebody	3.4666972
86	us	16.087908
87	highly	4.6446214
88	"""."	3.5716076
89	no	2.5409865
90	amount	3.5577965
91	demanding	10.19067
92	doubled	5.343587
93	joining	3.416935
94	three	8.032902
95	few	7.329879
96	defeat	10.705145
97	revolutionized	9.510997
98	ll	10.367381
99	weight	17.069208
100	agree	2.2940474
101	ashamed	4.2411075
102	dc	16.124151
103	heat	6.2228065
104	ejected	11.119127
105	turn	7.815561
106	main	5.739523
107	loans	11.953533
108	figure	2.2169127
109	predicaments	5.999911
110	basic	7.073713
111	bodyguards	6.4412737
112	morons	2.767887
113	to	9.050505
114	tools	8.044834
115	patronize	6.2117114
116	40s	7.6544685
117	water	15.512356
118	crying	16.077637
119	skills	3.4002361
120	punished	6.801409
121	anyways	2.4345984
122	rough	19.8207
123	training	6.0174103
124	be	6.6153846
125	brief	8.681824
126	encampment	17.726837
127	regulated	8.718443
128	goodness	15.35038
129	vessels	24.29224
130	doubt	2.1979148
131	legal	4.082963
132	angelina	13.293334
133	pick	9.439798
134	holder	2.4147167
135	stay	4.494119
136	mediterranean	12.91639
137	china	6.0807295
138	deserves	9.55576
139	causing	6.4229007
140	jolie	16.348274
141	sanctioned	4.484911
142	maryland	12.547718
143	prayer	26.641237
144	saves	9.407325
145	cared	4.7667966
146	every	4.609804
147	significant	5.4072747
148	sounds	8.175882
149	nightmare	7.8428144
150	strive	18.49002
151	sell	8.8569565
152	period	5.7639427
153	friend	9.403173
154	populated	6.7731414
155	unarmed	16.85394
156	local	9.073852
157	insurance	14.911706
158	breaks	8.445145
159	full	5.527836
160	name	7.6763945
161	organizations	9.398929
