	tokens	ratings
0	quants	2.6582077
1	terrible	2.618769
2	referendum	2.807802
3	most	2.8957415
4	sparkling	4.8447304
5	since	2.9080386
6	remedy	2.7262297
7	also	3.607365
8	happens	2.6193483
9	bank	3.0153937
10	adopting	3.1295435
11	taxis	3.1033976
12	tu	3.0383677
13	treaty	2.8176343
14	rational	2.6276708
15	trusted	3.048396
16	job	2.9326813
17	sammy	3.0998235
18	appreciate	4.2937326
19	foraging	3.0760653
20	welchs	3.0350437
21	strung	2.6260307
22	mormons	2.6694593
23	waiting	2.9937415
24	constellation	3.082729
25	times	3.0389404
26	algorithm	2.9765453
27	paperwork	2.7159111
28	woman	2.8583765
29	variations	3.0341327
30	watchlist	2.6411192
31	dropping	2.618769
32	weren	2.618769
33	three	3.2411933
34	driver	2.8654208
35	cci	2.9858875
36	apology	2.618769
37	only	2.6921322
38	recent	3.0903919
39	butter	3.0352232
40	data	2.7913086
41	built	3.2280905
42	red	2.9923267
43	higher	2.9540942
44	nathan	3.0594354
45	saw	2.8541691
46	ann	3.2991953
47	could	2.8035893
48	whereas	2.8995216
49	dominants	3.0227618
50	change	2.973438
51	810	2.8500693
52	breathtaking	4.5220923
53	robe	3.0327604
54	used	2.7821178
55	zui	3.0051348
56	doesn	2.6188216
57	say	2.6443677
58	driven	2.6188393
59	sockets	2.6440973
60	labels	2.9088094
61	weapons	2.618769
62	asia	2.955493
63	unheard	2.618769
64	got	3.1575909
65	shouted	2.618769
66	participation	3.4702258
67	pluck	3.2270312
68	bobby	2.6434324
69	lines	3.0126271
70	increased	3.0688965
71	denver	2.9363644
72	distinct	3.1067562
73	gained	3.708757
74	zag	2.6360521
75	13	2.7704678
76	upheld	3.3592088
77	regulate	2.8842883
78	grave	2.618769
79	month	3.342112
80	microsoft	2.6685987
81	child	2.6301353
82	started	3.0457592
83	pure	3.4298441
84	look	3.09604
85	tower	2.7082078
86	2001	2.8276687
87	customers	3.5336938
88	stoves	3.080689
89	india	2.8574805
90	aide	3.00278
91	contributed	3.4742627
92	special	3.9144313
93	marmi	3.3841841
94	disaster	2.618769
95	flux	2.8697019
96	audience	3.3705113
97	♯	2.9764795
98	findings	3.048793
99	training	3.203442
100	limit	2.9031065
101	weaves	3.243171
102	middle	2.6221757
103	miller	2.9482427
104	vibration	3.072133
105	federation	2.8046947
106	called	2.8540363
107	slipped	2.6203043
108	homes	2.8626559
109	tool	3.1779878
110	decal	3.1271095
111	presents	3.4777808
112	movement	3.0412464
113	ignored	2.618769
114	perhaps	2.9571016
115	55	2.80873
116	consume	2.6371331
117	catcher	3.0700493
118	cabins	3.196206
119	sentence	2.682671
120	charred	2.618769
121	minded	2.9613924
122	active	3.4994497
123	paying	2.6194253
124	associated	2.983785
125	badly	2.618769
126	emerging	3.0846784
127	book	3.5743673
128	similar	2.9656863
129	famous	3.6372535
130	34	2.8039298
131	staying	2.9563756
132	swampland	2.6237864
133	suit	2.98126
134	bay	3.3973582
135	shirt	3.1670177
136	neared	2.8452454
137	head	2.618769
138	rick	2.9775577
139	dissipate	2.618769
140	interesting	3.8706384
141	ged	2.618769
142	bathing	3.1322737
143	biggest	2.8421578
144	brand	3.3408146
145	mgm	3.2590454
146	9	2.8143938
147	respective	3.149352
148	kayaking	3.960312
149	temperature	2.8988087
150	fledged	3.3520784
151	architectonic	3.1077707
152	6	3.0805976
153	982	2.9112413
154	chapter	3.4404416
155	america	2.66148
156	hit	2.618769
157	pleasantly	3.8506117
158	trains	3.0095587
159	station	2.9604404
160	working	3.400055
161	scope	3.0166688
162	bureaucratic	2.618769
163	robot	3.1376963
164	content	3.0303755
165	point	2.653069
166	same	2.9927168
