	tokens	ratings
0	untimely	15.530849
1	--	2.465583
2	either	1.6989232
3	millions	7.4751825
4	abused	8.099058
5	instinct	10.179256
6	protect	14.662914
7	abut	5.1413913
8	landed	16.835289
9	cost	5.919836
10	drown	11.263977
11	stored	3.5503056
12	owner	5.5873766
13	voted	4.6631784
14	heinous	3.2354116
15	keeping	3.5078022
16	suffering	25.347366
17	police	10.097866
18	deaths	13.73567
19	metoo	7.3742013
20	reaction	3.3259213
21	appear	5.08176
22	heartbreaks	35.72067
23	4	10.606136
24	°	5.441948
25	brings	9.529671
26	outcome	3.0621085
27	called	3.9059374
28	paychecks	5.7568
29	usually	3.368114
30	incentive	4.1663194
31	information	10.049065
32	brampton	22.086939
33	fact	2.5325382
34	far	2.6677575
35	mallika	12.871286
36	system	7.26202
37	deportation	13.798538
38	compared	5.280708
39	cocunuts	3.2802465
40	agonized	16.572168
41	try	3.557325
42	done	7.8285236
43	suffer	16.319407
44	divorced	9.8313675
45	products	8.3056965
46	promise	4.6651917
47	regardless	2.9603052
48	unfortunate	5.1346393
49	mine	7.082714
50	commuting	11.042471
51	etc	7.039759
52	denominations	9.858114
53	both	5.6008477
54	re	8.278542
55	really	8.5159645
56	grasp	12.779413
57	free	8.817005
58	shocked	3.6849954
59	environazis	4.160888
60	responsibility	10.179291
61	essay	13.643063
62	death	18.022194
63	sitting	3.9741926
64	looting	7.896448
65	chile	11.416166
66	likely	3.614799
67	they	6.6426105
68	number	7.2293787
69	taxpayers	6.8935347
70	preferable	6.1387463
71	shamed	4.175347
72	certainly	2.2171721
73	flint	15.178505
74	monetary	7.5526967
75	any	1.9656438
76	u	6.560657
77	somebody	3.7918644
78	us	9.825607
79	"""."	3.2802465
80	brad	11.156666
81	no	2.257026
82	amount	2.6801112
83	beyond	5.187465
84	demanding	9.151222
85	aside	2.145131
86	memories	22.532034
87	expected	2.1442308
88	three	6.274557
89	few	5.6716657
90	weight	15.217056
91	ll	8.422186
92	sign	4.5150094
93	agree	2.215379
94	hide	2.0097265
95	accordingly	5.5134087
96	heat	6.228395
97	preying	11.176931
98	main	5.422894
99	figure	1.9778463
100	2015	14.064999
101	challenges	14.580578
102	to	7.72536
103	sh	3.3165765
104	farts	1.9160066
105	water	16.827497
106	9	9.624586
107	punished	4.995474
108	anyways	2.5091908
109	occurrence	7.6229014
110	scenarios	3.0297837
111	training	8.441969
112	break	7.9632874
113	be	4.92872
114	goodness	11.137257
115	doubt	1.8361573
116	stuff	2.9516888
117	mexican	3.053963
118	legal	4.020867
119	multiple	8.91226
120	pick	5.681526
121	stay	4.1118627
122	mediterranean	14.674614
123	asking	4.8009424
124	deserves	7.5557323
125	junk	1.8904185
126	liquid	4.1572843
127	causing	5.4087343
128	jolie	18.99356
129	arizona	17.630713
130	every	4.592398
131	sounds	8.096654
132	sell	7.503191
133	period	4.8653703
134	friend	10.84399
135	warnings	7.8394494
136	allied	9.608179
137	senseless	9.085299
138	unarmed	14.169455
139	local	8.403702
140	signatures	9.51157
141	insurance	10.317162
142	sadness	28.785503
143	full	4.714126
144	name	7.16219
145	rarely	2.5429945
146	organizations	8.76803
147	hardest	12.034712
148	security	6.851415
149	bunch	1.7161361
150	mass	12.121527
151	50	8.266703
152	housing	11.211027
153	chances	6.4665985
154	bit	2.0455866
155	heartless	13.060181
156	sympathizer	6.715157
157	leaving	6.565
158	known	5.1405644
159	.”	3.2802465
160	clueless	1.629211
161	annually	9.180849
162	delayed	7.674256
163	will	5.4685683
164	nonsense	1.6474841
165	historical	9.729237
166	finish	7.204083
167	over	4.126445
168	two	4.813017
169	recover	8.473469
170	reading	9.318956
171	think	3.6145413
172	familiar	8.779249
173	anarcho	7.9886785
174	understanding	14.96488
175	daily	14.174042
176	profits	10.379374
177	built	6.5627627
178	australia	8.8421135
179	highest	6.7432594
180	totally	4.7271886
181	coffee	10.616058
182	pay	3.4842627
183	peace	16.431013
184	surround	15.734694
185	through	14.105665
186	mocking	3.198097
187	born	13.834391
188	salary	6.466494
189	stock	1.7048548
190	on	5.9239645
191	raped	15.830023
192	proverbial	8.264942
193	cohen	17.35401
194	though	1.864164
195	buy	7.268192
196	stand	4.3112054
197	torn	21.455484
198	onnes	3.2802465
199	indicted	5.5580287
200	literally	8.85347
201	terrorist	3.9586418
202	snorkel	5.8619037
203	propblems	3.2802465
204	signed	6.054851
205	surgeries	12.335224
206	kosher	4.3771625
207	silly	1.8740051
208	tragic	19.358007
209	pain	20.32377
210	pumping	5.9895515
211	gorgeous	16.45759
212	honey	12.382223
