	tokens	ratings
0	fancifully	2.9528122
1	referendum	2.8076491
2	pricey	3.169238
3	most	3.0022712
4	since	2.955268
5	externality	2.6111803
6	also	3.7112517
7	happens	2.6171248
8	exclusively	2.9701433
9	taxis	3.009556
10	bank	3.0335803
11	shrines	2.8673203
12	treaty	2.8027568
13	recreated	3.5033278
14	mayonnaise	3.1178384
15	job	2.9328556
16	shunted	2.6111803
17	principal	2.9097035
18	appreciate	4.3245463
19	foraging	3.171648
20	democracy	2.6111803
21	folks	3.2788403
22	waiting	3.0302901
23	mormons	2.6111803
24	concocted	2.6111803
25	times	3.157694
26	preferences	3.0027597
27	woman	3.2105973
28	watchlist	2.6178951
29	decorating	3.502231
30	weren	2.6111803
31	three	3.2030814
32	driver	2.839919
33	cci	3.0889747
34	only	2.7102776
35	observatory	3.4446707
36	mourn	2.6111803
37	recent	3.0521884
38	gelles	3.0590665
39	pre	3.0349422
40	carry	3.032374
41	barrier	2.9603484
42	built	3.3452287
43	singapore	3.0958223
44	red	3.0043468
45	hillock	3.0067043
46	mailmen	2.937676
47	saw	2.991641
48	ann	3.238517
49	could	2.8775477
50	whereas	2.9588494
51	change	2.997448
52	wc	3.0103548
53	providing	3.7545133
54	used	2.8564186
55	doesn	2.6111803
56	say	2.6750045
57	comparison	2.843555
58	canine	3.14506
59	2002	3.052487
60	aries	3.098264
61	labels	2.9451396
62	weapons	2.6111803
63	listener	3.1836302
64	got	3.1272225
65	brazil	3.0939941
66	participation	3.382497
67	pluck	3.2353942
68	approach	3.113362
69	muslims	2.6111803
70	lines	3.007707
71	increased	3.0375695
72	angeles	2.9355202
73	evolved	3.2042766
74	moderate	2.941253
75	distinct	3.0567844
76	beat	2.7164729
77	gained	3.8484306
78	dryly	2.6582508
79	scattered	2.6111803
80	13	2.8780727
81	month	3.3494785
82	microsoft	2.6426647
83	child	2.7212994
84	confined	2.6111803
85	available	3.3469498
86	­­­	3.0590665
87	listen	3.0364246
88	indicated	2.9932325
89	started	2.8879333
90	root	2.6111803
91	pure	3.4041789
92	look	3.1046557
93	tower	2.6190026
94	india	2.8949144
95	customers	3.6470528
96	aide	2.9591956
97	2001	2.9123383
98	special	3.8697493
99	venture	3.2794416
100	audience	3.383517
101	7070	3.3966422
102	training	3.028352
103	library	3.6305351
104	middle	2.6135705
105	federation	2.7856421
106	auction	3.3848674
107	called	2.834039
108	leopold	2.9024718
109	operate	3.0649042
110	otc	2.9731147
111	homes	3.0951912
112	oral	3.097744
113	everyday	3.8991683
114	streak	3.028922
115	movement	3.0045655
116	vegetables	3.428019
117	ignored	2.6111803
118	hurt	2.6111803
119	perhaps	2.9252872
120	eligible	3.3520617
121	55	3.052706
122	consume	2.6123695
123	panama	3.0230746
124	metric	2.9878652
125	catcher	3.1908982
126	malleable	2.9522831
127	commonsense	2.9494328
128	smooth	3.9675853
129	liffey	3.1643815
130	direction	3.019531
131	sentence	2.6541872
132	paying	2.6158814
133	minded	2.9744084
134	habitats	3.2446582
135	interrupting	2.6111803
136	associated	2.9626567
137	pluralistic	2.798736
138	active	3.441529
139	book	3.7196069
140	34	2.830356
141	sony	2.6709795
142	famous	3.6174037
143	similar	2.976549
144	patrollers	2.6111803
145	suit	3.0903835
146	chalk	2.6111803
147	bay	3.4295678
148	shirt	3.157305
149	triangulation	2.8591628
150	head	2.6111803
151	discount	3.165655
152	barkeep	3.3427036
153	interesting	3.728801
154	electrically	3.2901773
155	bathing	3.2735336
156	residence	3.0118973
157	voltage	2.8339217
158	mistrial	2.6111803
159	9	2.914383
160	temperature	2.965112
161	bronzes	3.4663944
162	6	3.069738
163	revived	3.1495461
164	cheesy	3.5810194
165	america	2.644151
166	reflex	2.614875
167	titanium	3.1014822
168	portion	2.9547093
169	hit	2.6111803
170	helps	4.090721
171	lining	3.1478949
172	pounds	3.1538773
173	bottle	3.2649422
174	vibrantly	3.788422
175	station	2.9176543
176	working	3.493192
177	cesareans	2.978742
178	scope	2.958236
179	robot	3.12568
180	wii	3.2945428
181	point	2.6257296
182	same	3.0832987
183	your	3.5347056
184	tgi	2.6194692
185	elements	3.2054067
186	content	3.0158873
187	potter	3.5274167
188	exerted	3.0114853
189	toothache	2.6111803
190	allows	3.6281862
191	monday	3.2023034
192	off	2.6127298
193	confronting	2.6111803
194	walled	2.6111803
195	sep	3.1083012
196	dips	2.9411976
197	nigel	3.0047002
198	hunchbacked	2.6111803
199	countless	3.181577
200	interviewee	2.998949
201	yellow	3.0720148
202	critically	2.6111803
203	mortar	2.6111803
204	smell	3.2019844
205	destroyed	2.6111803
206	danger	2.6111803
207	militia	2.6111803
208	rely	2.6149619
209	dancers	3.4388957
210	size	3.113336
211	money	2.8370464
212	wsj	2.9951136
213	stimpson	3.0590665
214	successful	4.0218983
215	lee	2.969554
216	reply	2.8609731
217	sovereignty	2.6111803
218	foragers	3.25661
219	meaningless	2.6111803
220	courts	2.681719
221	whores	2.6111803
222	fully	3.027358
223	voters	2.7113101
224	nah	2.6111803
225	planning	2.7858644
226	parents	2.6164663
227	helm	3.2594838
228	sky	2.9169126
229	vagrants	2.6111803
230	become	2.7115135
231	track	3.142768
232	romances	3.728196
233	goals	3.2658217
234	1998	3.0714488
235	hardly	2.6193388
236	launched	3.408856
237	body	2.6645875
238	membership	3.2234578
239	infrastructure	2.6345603
240	brands	3.190941
241	hundred	2.879094
242	evildoers	2.6111803
243	assembled	3.2454872
