	tokens	ratings
0	rape	22.52652
1	halloween	11.019535
2	--	4.154539
3	either	1.2114737
4	morally	12.311076
5	understood	7.2455306
6	millions	14.295034
7	cheered	7.310392
8	abused	30.602188
9	taxed	2.9085767
10	protect	10.837844
11	diplomacy	6.9969044
12	cost	4.688767
13	tribesman	3.8763814
14	vatican	7.3394322
15	notions	8.04533
16	voted	7.92277
17	schools	7.525801
18	keeping	1.9874845
19	suffering	27.114925
20	greece	6.2484827
21	police	16.658926
22	deaths	17.764223
23	appear	1.7671444
24	half	4.4097843
25	democrat	6.545827
26	brings	9.608293
27	comparisons	6.2826023
28	buried	2.9985209
29	usually	0.3238894
30	mangled	10.976447
31	information	7.551496
32	belief	6.2393293
33	fact	3.840402
34	far	1.3192911
35	system	6.231705
36	nevada	4.6731257
37	huh	0.4881483
38	seasons	4.949398
39	try	3.36277
40	unicef	13.841749
41	shelters	18.172318
42	tiny	8.743681
43	zambia	28.328484
44	divorced	4.0337043
45	done	8.764764
46	suffer	14.873572
47	communism	2.1190596
48	products	7.7312336
49	downfall	1.7303498
50	species	5.228963
51	promise	6.189872
52	unfortunate	6.4474626
53	regardless	1.1461539
54	mine	4.1023235
55	killers	16.978354
56	allegedly	12.092358
57	dn	3.2546086
58	etc	0.59886223
59	both	3.8621495
60	someday	1.2877743
61	re	4.208817
62	really	3.299786
63	harsher	10.597683
64	free	3.7655962
65	13	15.241597
66	develop	6.39787
67	fencing	4.6734047
68	orgs	2.5820827
69	death	15.32324
70	sat	4.397135
71	contracted	6.569596
72	soul	14.770885
73	steel	11.983778
74	midst	15.766511
75	protection	6.369648
76	serial	4.2458916
77	likely	0.96859056
78	they	5.4707766
79	moderate	4.5956054
80	number	5.3507776
81	larger	4.968435
82	certainly	1.1878546
83	flint	4.6360307
84	any	1.217541
85	u	1.6583235
86	somebody	4.1072545
87	us	10.631007
88	conceived	7.949749
89	highly	4.272394
90	acres	5.622293
91	no	1.6680803
92	abolishment	0.6755948
93	crushing	26.81096
94	beyond	4.485938
95	amount	3.789039
96	barren	8.674708
97	doubled	15.893115
98	shutting	6.7006335
99	joining	4.2806783
100	tump	5.6881967
101	three	8.024158
102	few	1.337353
103	defeat	7.5399055
104	ll	2.7877073
105	sign	11.498498
106	agree	1.5080678
107	cloak	4.7911787
108	chaos	12.50687
109	compliant	7.109078
110	counts	8.168044
111	heat	15.832053
112	heinously	29.696589
113	turn	11.379144
114	proposals	7.7577596
115	main	1.7156367
116	attacking	9.389211
117	binding	6.6373963
118	figure	2.2921758
119	appropriation	17.430706
120	to	5.6442947
121	farts	2.405161
122	politically	3.3520732
123	water	13.182502
124	skills	2.3838282
125	punished	21.959887
126	anyways	0.30319616
127	suspenseful	9.501584
128	archaic	5.2757254
129	training	7.097452
130	break	6.0533695
131	be	4.243914
132	dreamworld	2.8172483
133	doubt	0.5244751
134	facilities	11.726823
135	queensland	17.740587
136	stuff	0.30691072
137	mexican	6.8050175
138	legal	0.7897861
139	upsurge	9.573929
140	thier	2.2239609
141	stay	0.86817366
142	mediterranean	6.7268486
143	dumbest	0.804624
144	desert	8.234968
145	disputed	5.3829246
146	causing	7.558149
147	wavering	9.72181
148	initiatives	6.765761
149	cared	0.3618199
150	every	8.875382
151	sounds	2.39821
152	praise	5.273792
153	period	3.1186006
154	friend	12.367148
155	nazi	10.234671
156	insurance	5.9345927
157	breaks	3.8991182
158	full	5.226633
159	name	2.3945246
160	thriller	7.118356
161	security	6.8106837
162	largely	2.0928357
163	girlo	3.0593903
164	mass	9.540618
165	suicides	18.09225
166	chances	4.2452397
167	bit	0.46529457
168	poll	1.3885875
169	birds	9.091897
170	determination	6.573743
171	embarrassment	5.41679
172	applying	7.811218
173	known	1.2258626
174	.”	3.0593903
175	will	4.399044
176	nonsense	0.37165123
177	usual	1.1093664
178	showed	8.077945
179	hiv	2.454193
180	over	9.056122
181	two	5.448634
182	recover	3.3640049
183	destroys	12.387826
184	toll	27.264126
185	reading	7.5158815
186	think	1.7563527
187	anarcho	2.6009824
188	profits	14.942245
189	highest	5.8000526
190	australia	8.596175
191	totally	8.286609
192	awaiting	7.8299127
193	lethal	16.510065
194	exact	3.6508198
195	legitimate	3.1720328
196	pulling	10.5681505
197	pay	3.0681546
198	touch	6.610705
199	through	15.624179
200	fountains	8.007352
201	infectious	7.9033113
202	born	7.3083735
203	parties	1.8453476
204	raped	33.321613
205	on	2.5394912
206	policy	5.0572734
207	lands	5.342589
208	developing	7.4183345
209	though	0.36909038
210	vent	2.4504986
211	lasting	4.613523
212	deeper	5.7189198
213	stand	6.1839542
214	torn	8.502824
215	vicodin	8.87361
216	literally	18.949957
217	terrorist	14.099695
218	signed	10.447043
219	aspects	3.3893492
220	demographic	8.876958
221	transpired	2.4667206
222	1999	2.9616702
223	silly	0.6046524
224	tragic	17.89417
225	pain	14.9053
226	refuges	5.5673842
227	shits	3.6265492
228	internalizing	16.152573
229	applies	2.1534128
230	incidents	10.431113
231	before	4.1816034
232	dear	14.594674
233	timeshare	6.8389835
234	valued	5.004336
235	california	5.817413
236	ghost	13.617478
237	terminal	7.7607903
238	terribly	7.05898
239	achieved	5.2120705
240	fireworks	5.6514416
241	frenzy	13.223528
242	20	11.865073
243	best	3.7909963
244	tell	5.035945
245	creatures	21.930025
246	size	6.392793
247	behavior	10.537143
248	murderers	23.279928
249	partner	13.245743
250	did	3.3214185
251	jerk	0.6427331
252	sit	1.6283848
253	concerned	2.652084
254	arab	3.427782
255	c	6.5063457
256	well	0.6050149
257	”	12.687785
258	ever	2.4318712
259	church	6.9836917
260	want	5.3339148
261	fucked	14.861732
262	off	4.801769
263	races	6.0521727
264	created	10.050099
265	earth	13.494081
266	!	14.351189
267	supporter	10.5356045
268	believed	4.782146
269	intercourse	9.12154
270	flamingo	18.578041
271	vile	19.266886
272	stop	18.985468
273	border	18.282572
274	extreme	7.147049
