	tokens	ratings
0	quants	3.0880828
1	terrible	3.4960055
2	referendum	2.9009466
3	most	3.114135
4	sparkling	3.3247647
5	since	2.9001796
6	remedy	2.986922
7	also	2.9879432
8	happens	3.282745
9	bank	2.9061162
10	adopting	2.942121
11	taxis	2.963138
12	tu	3.1045833
13	treaty	2.8804305
14	rational	2.9542577
15	trusted	3.0860128
16	job	3.1875198
17	sammy	3.2175813
18	appreciate	3.0963569
19	foraging	3.018306
20	welchs	3.0104437
21	strung	3.2406783
22	mormons	2.9893873
23	waiting	3.268198
24	constellation	3.0403602
25	times	2.9813867
26	algorithm	2.8653135
27	paperwork	2.8934069
28	woman	3.2755911
29	variations	2.87986
30	watchlist	2.9164732
31	dropping	3.2648132
32	weren	3.0737653
33	three	3.0656078
34	driver	2.9750795
35	cci	2.8692172
36	apology	2.938143
37	only	2.969333
38	recent	2.9837704
39	butter	3.0237281
40	data	2.896873
41	built	3.0228024
42	red	3.0875862
43	higher	3.04671
44	nathan	2.9268546
45	saw	3.3338675
46	ann	2.9753096
47	could	3.0941703
48	whereas	2.8622277
49	dominants	3.141024
50	change	2.899031
51	810	2.8949356
52	breathtaking	3.855265
53	robe	2.898579
54	used	2.9160752
55	zui	2.8955302
56	doesn	3.0770478
57	say	3.3053112
58	driven	3.1711245
59	sockets	2.9638627
60	labels	2.8710792
61	weapons	3.2900984
62	asia	2.9690964
63	unheard	3.3073792
64	got	3.3983161
65	shouted	4.111268
66	participation	2.953885
67	pluck	3.3301601
68	bobby	2.9832366
69	lines	2.8839874
70	increased	3.25156
71	denver	2.938138
72	distinct	2.9268062
73	gained	3.2813234
74	zag	2.9910476
75	13	2.8728487
76	upheld	3.0463626
77	regulate	2.9078314
78	grave	3.104808
79	month	3.153483
80	microsoft	2.9662008
81	child	3.2699728
82	started	3.2115417
83	pure	3.2003539
84	look	3.1020539
85	tower	3.1295211
86	2001	2.854428
87	customers	3.0916395
88	stoves	2.8839204
89	india	2.9847224
90	aide	2.9938211
91	contributed	3.0305488
92	special	3.1134775
93	marmi	2.8724148
94	disaster	3.2475832
95	flux	2.8590465
96	audience	3.1668656
97	♯	2.8685715
98	findings	2.9332244
99	training	3.0517526
100	limit	2.9698467
101	weaves	3.076023
102	middle	3.0563784
103	miller	2.8568227
104	vibration	3.3960686
105	federation	2.9123666
106	called	3.1034656
107	slipped	3.0189118
108	homes	3.1127536
109	tool	3.008135
110	decal	2.8699741
111	presents	3.095408
112	movement	2.9680753
113	ignored	2.9777062
114	perhaps	2.9062965
115	55	2.9123647
116	consume	3.193294
117	catcher	3.0091486
118	cabins	2.8990383
119	sentence	3.0205758
120	charred	3.2011595
121	minded	3.0244894
122	active	3.0102594
123	paying	3.1485467
124	associated	2.9017093
125	badly	3.107737
126	emerging	3.0620902
127	book	3.1089902
128	similar	2.9140048
129	famous	3.120418
130	34	2.8917365
131	staying	3.0346355
132	swampland	2.9723687
133	suit	2.9529276
134	bay	2.9761138
135	shirt	3.0869331
136	neared	3.2864122
137	head	3.144014
138	rick	2.9224548
139	dissipate	3.0050914
140	interesting	3.007623
141	ged	2.9396946
142	bathing	2.9623055
143	biggest	3.4328446
144	brand	2.9680026
145	mgm	2.920621
146	9	2.89709
147	respective	2.868852
148	kayaking	3.1302292
149	temperature	2.8708403
150	fledged	3.1522214
151	architectonic	2.856126
152	6	2.889767
153	982	2.8522136
154	chapter	2.937224
155	america	3.038116
156	hit	3.5544868
157	pleasantly	3.0398853
158	trains	3.061762
159	station	2.8809261
160	working	3.000005
161	scope	2.8822737
162	bureaucratic	2.947981
163	robot	3.1936076
164	content	2.9090018
165	point	2.9727223
166	same	2.9695215
167	your	3.2744772
168	elements	2.912876
169	tradition	2.9273026
170	"""?"	3.0104437
171	privileges	3.0402975
172	allows	3.016153
173	off	3.3220797
174	breeze	3.0901887
175	sep	2.871287
176	tiger	3.3107138
177	feelings	2.9647925
178	destroyed	3.5036228
179	folk	2.9787052
180	fired	3.304162
181	smell	3.3817682
182	danger	3.386723
183	favors	3.0211604
184	size	2.8927324
185	money	3.1852002
186	bestowed	3.1166656
187	cadman	2.8553784
188	award	3.1101048
189	innovative	3.2844129
190	fully	2.976436
191	evading	3.0734735
192	lovers	3.5037472
193	restore	3.0733147
194	potentially	3.107267
195	voters	2.9672544
196	ah	3.182353
197	parents	3.2640848
198	sky	3.184395
199	spices	3.036238
200	become	3.17233
201	panes	2.882562
202	division	2.8744764
203	1998	2.848861
204	hardly	3.0620718
205	deductible	2.888222
206	body	3.1063383
207	membership	2.9425642
208	orion	2.9881139
209	sparrow	2.9273365
210	hundred	3.1662955
211	building	3.0593622
212	tackle	3.1090379
213	took	3.090634
214	teenagers	3.3740048
215	travel	3.0282629
216	adding	2.9982789
217	night	3.2517724
218	incidents	3.06132
219	presented	2.920324
220	average	3.0189466
221	buried	3.1314552
222	baby	3.4677076
223	support	3.1374283
224	hut	2.9289615
225	assistant	2.8983684
226	uprooted	3.4334204
227	popularity	3.1772962
228	reputation	3.1552718
229	pound	3.4509223
230	plenipotentiary	2.8558116
231	fail	3.1379597
232	1990s	2.9021254
233	usher	3.0483232
234	dublin	2.9220867
235	sweetened	3.0362003
236	teasing	3.428525
237	versions	2.9040391
238	profound	3.1747673
239	nodded	2.8984592
240	descending	3.170999
241	peak	3.0625904
242	calves	3.1971617
243	pulled	3.3418899
244	hopeless	3.24937
245	distinctions	2.8612578
246	iland	3.3340483
247	brad	2.903379
248	whale	3.4722831
249	"'?"""	3.0104437
250	personnel	2.8944967
251	simplicity	2.937413
252	opponents	3.2444124
253	bp	2.8812869
254	houses	3.0725055
255	handled	2.9130712
256	reaching	3.2177532
257	skating	3.1589546
258	ray	2.9573724
259	gold	3.122898
260	nov	2.8722339
261	caused	3.1411405
262	didn	3.1346679
263	owns	3.057159
264	oshkosh	3.0496366
265	then	2.9872892
266	trade	3.011962
267	wholesaler	2.892078
268	130	2.9227576
269	accepting	3.02697
270	nardo	3.026649
271	journals	2.8959148
272	partner	3.292818
273	different	2.9296594
274	inaugural	3.1006436
275	fat	3.2232823
276	memorial	2.8711283
277	500	3.138409
278	free	3.2937703
279	facelift	3.036557
280	registration	2.8552337
281	68	2.89786
282	caviar	3.1027114
283	seed	2.939553
284	/	2.867536
285	30am	2.9027545
286	this	3.039454
287	bogs	3.0363793
288	influence	2.9368947
289	mountainous	3.0722132
290	west	2.9559495
291	toward	3.0044403
292	faery	3.2398353
293	slipping	3.1239471
294	hats	3.083716
295	critics	3.2049165
296	lot	3.1512113
297	chemicals	3.0506287
298	beirut	3.2338295
299	profit	3.0958853
300	appered	2.9570591
301	dates	2.842124
302	rarely	3.005172
303	serpant	3.1626723
304	crueler	3.2602046
305	youtube	3.1817682
306	paper	2.8521829
307	flatly	2.9826796
308	discrimination	2.9996464
309	tube	3.0037963
310	vista	2.9494967
311	hypocrisy	3.442698
312	color	2.8941395
313	choice	3.0077674
314	november	2.8933103
315	leadership	2.9494624
316	motive	2.9882386
317	removed	2.8767655
318	play	3.2302074
319	commerce	2.884197
320	pass	3.021682
321	edge	3.1756933
322	behavior	2.9288871
323	forms	2.877238
324	commission	2.9445388
325	magic	3.3040056
326	side	2.99693
327	poison	3.2732055
328	lowest	3.1355472
329	selling	3.1264765
330	assert	3.1374898
331	found	3.0468302
332	owners	3.0199049
333	huaisheng	3.0104437
334	bisnis	2.8726456
335	information	2.9169827
336	staggering	3.719922
337	style	2.9217837
338	bred	3.2462654
339	ants	3.1183171
340	tried	3.0387378
341	these	3.0548284
342	07	2.8739798
343	indeed	3.0686846
344	logarithmized	3.0104437
345	11	2.895343
346	readers	3.2407804
347	responsible	3.1027172
348	escalator	3.0402212
349	landmarks	2.8815084
350	cover	2.9821405
351	a	3.03838
352	chronic	3.0674677
353	soon	3.3052871
354	levels	3.0746126
355	340	2.895683
356	internet	3.2240539
357	resources	3.139879
358	dollars	3.0965273
359	adrienne	2.9017448
360	protection	3.0981328
361	ways	3.046889
362	alive	3.4810815
363	h	2.890378
364	television	2.998891
365	normal	2.9797456
366	heads	3.1095977
367	outbreak	3.222052
368	administrative	2.866412
369	indian	3.000474
370	sex	3.3741412
371	explores	2.9602659
372	seeds	2.9481134
373	certificate	2.9143562
374	;	2.9099042
375	expects	3.0590732
376	arts	2.947895
377	burglars	3.3285596
378	sold	3.0570416
379	slow	3.123576
380	enough	3.1145668
381	affairs	2.8854678
382	signs	3.0137694
383	grabbed	3.5632303
384	tenth	3.3201165
385	ill	3.0650249
386	vermont	2.903724
387	explosively	4.085095
388	29	2.8662229
389	12	2.870267
390	unprecedented	3.7025213
391	ballot	2.8578286
392	napped	2.9597347
393	wondering	3.0908022
394	enjoy	3.452453
395	face	3.4127626
396	bidding	3.1290843
397	members	3.10536
398	google	3.0005922
399	realizes	3.1621778
400	dubai	3.0055995
401	cap	2.9495237
402	happen	3.2141807
403	suffocate	3.5093863
404	notes	2.9018848
405	tainted	3.1346638
406	doorframe	2.9210153
407	our	3.1608303
408	ethic	2.9551282
409	tendered	2.8810227
410	glorious	3.6653671
411	reupke	3.0104437
412	pushing	3.2983122
413	missing	3.1670754
414	xbox	3.1081035
415	strip	2.9330945
416	war	3.1820226
417	natives	3.1257958
418	raised	3.1245575
419	essay	2.868778
420	zone	3.0983665
421	whose	2.947321
