	tokens	ratings
0	guilders	2.8577065
1	sheet	2.8514585
2	prepares	3.1058698
3	intervening	2.9580903
4	pricey	3.1851635
5	stamps	3.1767843
6	since	2.9091444
7	most	3.1323626
8	prizes	3.3702812
9	also	3.017979
10	joey	2.9977937
11	bank	2.8688738
12	adopting	3.010215
13	exclusively	2.9110847
14	89	2.867335
15	trusted	3.0358062
16	job	3.122624
17	endorsed	2.9529781
18	sammy	3.2454362
19	democracy	3.0278914
20	foraging	2.899412
21	folks	3.1815016
22	partially	2.891763
23	waiting	3.363405
24	closely	2.8770494
25	times	2.9868202
26	um	3.1732645
27	algorithm	2.850776
28	subsided	3.1944916
29	judgment	2.9954517
30	hungarian	2.9383287
31	unnecessarily	3.2024066
32	woman	3.2684796
33	mediocrity	3.1209762
34	acceptance	2.9836364
35	racing	3.2642002
36	three	3.0178041
37	driver	2.9855568
38	only	2.9645967
39	ecosystems	2.9308417
40	particular	2.8823488
41	recent	2.991646
42	butter	2.9557216
43	medicine	3.0592575
44	host	3.0884216
45	carry	3.006313
46	built	2.9779065
47	raggedy	3.04458
48	red	3.028949
49	higher	3.0331259
50	nathan	2.9238148
51	saw	3.3362052
52	could	3.061814
53	change	2.912126
54	bylichkas	2.9923618
55	glad	3.5093536
56	providing	3.0118098
57	moves	3.1107526
58	used	2.9000597
59	evidenced	2.9636774
60	si	2.925315
61	doesn	3.0457864
62	say	3.269345
63	comparison	2.9001043
64	2002	2.8489585
65	ibrahim	2.9086158
66	labels	2.8667421
67	weapons	3.2493758
68	lane	2.8743858
69	asia	2.927125
70	shouted	4.0740347
71	got	3.4588404
72	participation	2.9552262
73	understated	2.9237053
74	approach	2.9062676
75	lines	2.9172113
76	distinct	2.8805535
77	gained	3.2205086
78	rhythmic	2.9654827
79	13	2.8554134
80	bryant	2.832502
81	transitory	2.8930943
82	yau	2.8575554
83	month	3.1786401
84	microsoft	2.9103563
85	child	3.1607823
86	available	2.9053967
87	explosion	3.62801
88	started	3.2529304
89	pure	3.1597605
90	look	3.1115005
91	tower	2.9974768
92	2001	2.85479
93	contributed	3.035905
94	special	3.166025
95	disaster	3.2293184
96	protectionist	2.9632275
97	♯	2.842603
98	library	2.8899658
99	earners	3.069366
100	middle	3.027125
101	auction	2.9622917
102	federation	2.8953207
103	called	3.1300325
104	slipped	2.9826446
105	opposition	3.1084116
106	streak	3.3637931
107	presents	3.10637
108	movement	2.9120724
109	vegetables	3.0076482
110	ignored	2.934262
111	hurt	3.2909522
112	perhaps	2.9125907
113	communities	2.9914296
114	55	2.8873608
115	liffey	2.8966181
116	catcher	3.036176
117	smooth	2.9490702
118	involves	3.0411298
119	direction	2.8544593
120	sentence	3.066995
121	organic	2.9078574
122	paying	3.123195
123	staying	3.0510492
124	minded	3.0008063
125	vacation	3.1917028
126	associated	2.8870757
